age,two_year_recid,priors_count,length_of_stay,race,unrelated_column_one,unrelated_column_two,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,y
31,0,0,77,0,0,1,1,0,0,1,1
57,0,19,1,1,0,0,1,0,0,1,1
45,0,1,-1,0,1,1,0,1,0,1,1
25,0,1,1,0,0,0,1,0,0,1,1
19,1,1,32,0,1,1,1,0,0,1,0
29,0,0,2,1,0,1,1,0,0,1,0
41,0,2,1,0,0,1,0,1,0,1,1
59,0,0,0,0,1,1,0,1,1,0,1
25,1,2,0,1,1,0,1,0,0,1,1
53,1,6,8,1,1,0,0,1,0,1,1
20,0,0,0,0,1,0,1,0,0,1,1
32,1,3,-1,0,1,0,1,0,0,1,1
29,0,2,27,1,0,1,1,0,0,1,1
26,1,8,1,1,1,1,1,0,0,1,0
21,0,1,1,1,0,1,1,0,0,1,1
26,0,3,27,1,1,0,1,0,1,0,1
30,0,4,5,1,1,0,0,1,0,1,0
20,0,0,30,1,1,1,1,0,0,1,0
21,1,3,-1,1,0,1,1,0,0,1,1
30,0,0,0,0,1,1,0,1,0,1,1
23,0,0,0,0,1,0,1,0,0,1,1
19,1,2,1,0,1,1,1,0,0,1,0
48,0,0,1,0,0,0,1,0,0,1,1
37,0,11,1,1,0,1,1,0,0,1,1
23,0,0,1,0,0,1,1,0,0,1,1
49,1,2,0,0,1,1,0,1,1,0,1
28,1,1,1,1,1,0,0,1,0,1,1
25,0,6,24,0,0,0,1,0,1,0,1
21,0,0,-1,0,1,1,1,0,0,1,1
30,1,15,-1,1,1,1,1,0,1,0,0
46,0,0,0,1,1,0,0,1,0,1,1
68,0,0,3,0,1,0,0,1,0,1,1
32,0,11,141,0,1,1,1,0,0,1,0
27,0,0,1,1,0,1,0,1,0,1,1
26,0,1,2,1,0,0,1,0,1,0,1
20,0,0,-1,0,1,1,0,1,0,1,1
41,0,7,1,1,1,1,0,1,0,1,1
28,0,10,0,1,1,1,1,0,0,1,1
31,0,14,1,1,0,0,1,0,1,0,0
21,1,3,0,0,1,1,1,0,0,1,1
54,0,0,1,1,0,1,0,1,0,1,1
39,1,13,1,1,0,1,1,0,0,1,0
52,1,1,70,1,0,0,0,1,0,1,1
52,0,4,0,0,1,1,0,1,0,1,1
20,0,0,0,1,1,0,1,0,0,1,1
35,0,3,1,0,0,0,1,0,0,1,1
45,0,11,0,1,1,0,1,0,0,1,1
37,1,3,1,1,0,0,1,0,0,1,1
36,0,9,57,1,0,1,1,0,0,1,1
36,1,6,0,0,1,0,1,0,1,0,1
52,1,0,0,0,0,1,0,1,1,0,1
24,0,0,0,1,0,1,1,0,1,0,1
20,1,2,0,1,1,1,1,0,0,1,0
33,0,6,0,1,0,0,0,1,0,1,1
23,1,0,0,0,1,1,1,0,0,1,1
22,0,1,8,0,0,1,1,0,0,1,1
31,0,15,135,1,0,0,1,0,0,1,1
28,1,0,0,1,0,0,0,1,0,1,1
35,0,0,2,1,1,0,1,0,0,1,1
25,0,9,12,1,1,1,1,0,0,1,1
57,0,0,77,1,1,1,0,1,1,0,1
35,1,0,2,1,1,1,0,1,1,0,1
23,0,0,2,1,0,0,1,0,0,1,1
40,1,8,0,1,0,1,0,1,0,1,1
33,1,6,1,1,0,1,0,1,0,1,1
27,1,9,0,1,1,0,1,0,0,1,1
21,1,0,1,1,1,1,1,0,0,1,0
21,1,0,0,1,0,0,0,1,0,1,0
21,1,0,0,0,0,0,1,0,0,1,1
44,0,0,0,1,1,1,0,1,0,1,1
25,1,7,3,0,0,0,0,1,0,1,1
37,0,9,2,0,1,1,1,0,0,1,1
31,0,1,-1,0,1,1,0,1,0,1,1
24,1,2,10,0,1,0,1,0,0,1,1
26,0,5,0,1,1,1,1,0,0,1,1
34,0,1,0,1,1,0,1,0,0,1,1
32,0,5,-1,1,0,0,1,0,1,0,1
30,1,2,0,1,0,1,1,0,0,1,0
22,0,0,5,1,1,0,1,0,1,0,1
27,0,2,131,1,1,1,1,0,0,1,1
39,0,1,14,0,1,1,1,0,0,1,1
21,0,0,1,0,1,1,0,1,0,1,1
38,0,17,180,0,0,0,1,0,0,1,0
22,0,2,13,1,0,0,1,0,0,1,1
55,0,0,1,0,0,1,0,1,0,1,1
43,1,0,1,1,0,1,0,1,0,1,1
24,0,0,15,0,1,0,1,0,0,1,1
28,0,1,15,1,1,0,1,0,0,1,1
27,0,8,0,1,0,1,0,1,0,1,0
29,0,2,1,0,1,0,1,0,0,1,1
26,1,0,1,1,1,1,1,0,0,1,1
23,1,3,9,0,1,0,1,0,0,1,1
25,1,7,0,1,0,0,1,0,0,1,0
31,0,15,-1,1,0,0,1,0,0,1,0
37,0,7,1,1,0,1,1,0,1,0,1
30,1,8,1,1,1,1,1,0,0,1,0
34,1,11,0,1,0,0,1,0,0,1,0
20,0,0,3,0,0,0,0,1,0,1,1
50,0,4,26,0,1,0,0,1,0,1,1
24,0,0,1,1,0,0,1,0,0,1,1
61,0,15,0,0,1,0,1,0,1,0,1
25,0,4,1,0,1,1,1,0,0,1,0
23,1,11,3,0,0,1,1,0,0,1,0
32,1,9,4,0,0,0,0,1,0,1,1
51,0,1,6,0,1,0,1,0,0,1,1
24,1,1,2,1,1,1,0,1,0,1,1
54,0,0,-1,0,0,0,0,1,0,1,1
60,0,0,0,0,0,0,1,0,0,1,1
31,1,9,470,0,1,1,1,0,0,1,1
50,1,9,424,0,0,1,1,0,0,1,1
24,1,1,0,1,1,0,1,0,0,1,1
59,0,0,1,0,0,0,0,1,0,1,1
24,0,0,0,0,1,0,1,0,0,1,1
36,1,9,19,0,0,1,1,0,0,1,1
24,0,0,0,1,0,1,1,0,1,0,1
26,0,1,3,0,1,0,1,0,1,0,0
50,1,2,0,1,0,0,0,1,0,1,1
21,0,1,8,1,0,1,1,0,0,1,0
63,1,10,2,0,1,0,1,0,0,1,1
46,0,0,0,0,1,0,0,1,0,1,1
29,1,8,13,1,1,1,1,0,0,1,0
41,0,0,0,0,1,1,0,1,0,1,1
29,0,11,0,1,0,0,1,0,1,0,0
35,1,17,2,1,0,1,0,1,0,1,1
39,0,0,1,1,0,1,0,1,0,1,1
37,1,0,1,0,1,1,1,0,0,1,1
51,0,17,0,1,1,1,0,1,0,1,1
30,1,1,0,0,0,1,0,1,0,1,1
32,1,6,9,0,1,0,0,1,0,1,1
24,1,9,8,0,1,0,0,1,1,0,0
26,0,2,2,1,0,1,0,1,0,1,1
27,1,3,1,1,1,0,1,0,1,0,1
22,1,2,1,1,1,0,1,0,0,1,1
24,1,3,1,1,0,1,1,0,1,0,0
21,1,0,0,0,1,0,1,0,1,0,1
58,0,1,79,0,0,0,1,0,0,1,1
20,0,0,0,1,1,1,0,1,1,0,1
25,1,0,1,0,1,0,0,1,0,1,1
34,1,11,1,1,1,1,1,0,0,1,0
23,1,3,41,0,0,0,1,0,0,1,1
28,1,1,30,0,0,1,1,0,0,1,1
50,1,5,1,0,1,0,1,0,0,1,1
52,0,1,1,0,0,0,0,1,0,1,1
64,0,20,2,1,0,0,1,0,0,1,1
20,1,0,1,1,1,0,0,1,0,1,1
30,0,1,1,0,1,0,1,0,0,1,0
37,0,1,0,0,1,0,0,1,0,1,1
25,1,0,3,0,0,1,1,0,0,1,1
31,0,0,0,1,1,0,0,1,0,1,1
57,0,3,1,0,1,1,1,0,0,1,1
33,1,2,-1,1,0,0,1,0,0,1,0
57,0,12,50,1,1,1,1,0,0,1,0
29,0,0,0,0,1,0,0,1,0,1,1
27,1,3,6,1,1,1,0,1,0,1,1
25,0,0,0,0,1,0,0,1,1,0,1
29,0,1,1,0,0,0,1,0,1,0,1
31,1,12,40,1,0,0,0,1,0,1,0
29,1,16,0,1,1,1,1,0,0,1,0
22,0,0,1,1,0,0,1,0,0,1,1
33,1,0,29,1,0,1,1,0,1,0,0
20,0,0,0,0,1,0,1,0,1,0,1
51,1,6,2,0,1,1,1,0,0,1,1
53,0,20,3,1,1,1,1,0,0,1,1
39,1,2,0,0,0,1,1,0,1,0,1
25,0,5,36,1,1,1,1,0,0,1,1
23,0,0,0,0,0,0,0,1,0,1,1
31,0,0,38,0,1,0,0,1,0,1,1
37,0,0,1,0,1,1,0,1,0,1,1
28,1,2,42,0,1,1,1,0,0,1,1
23,1,4,133,0,1,0,0,1,1,0,0
31,1,9,26,0,0,1,1,0,1,0,1
29,0,1,43,0,1,0,0,1,0,1,1
24,0,0,0,1,1,0,1,0,1,0,1
21,1,3,0,1,0,1,1,0,0,1,0
46,0,0,0,0,1,0,1,0,0,1,1
41,1,8,0,1,1,1,1,0,0,1,1
32,0,0,0,1,0,1,1,0,1,0,1
46,1,5,-1,0,0,0,1,0,0,1,0
27,0,2,0,1,0,1,1,0,0,1,1
40,0,1,41,0,0,0,1,0,0,1,1
21,1,1,0,1,0,0,0,1,0,1,1
32,0,0,0,1,1,1,0,1,0,1,1
37,1,8,0,0,1,1,1,0,0,1,1
21,0,0,2,0,0,1,1,0,0,1,1
56,1,3,1,1,0,1,0,1,0,1,1
52,1,13,1,0,1,1,1,0,0,1,1
28,0,6,2,0,1,0,1,0,0,1,1
39,1,19,0,1,1,1,0,1,0,1,1
49,0,2,0,0,1,1,1,0,1,0,1
33,0,3,0,1,1,0,1,0,0,1,1
35,0,5,0,0,0,1,0,1,0,1,1
24,1,0,36,0,0,1,1,0,0,1,1
32,0,2,1,1,0,1,0,1,0,1,1
32,0,0,2,1,0,1,1,0,0,1,1
21,1,3,1,0,0,1,1,0,0,1,0
27,1,2,7,1,1,1,0,1,0,1,1
44,0,1,4,0,0,0,0,1,1,0,1
40,0,0,2,1,1,1,1,0,0,1,1
19,1,1,2,1,0,0,1,0,1,0,1
24,0,2,1,0,1,1,1,0,0,1,1
35,0,7,195,1,1,0,1,0,0,1,1
26,1,9,1,0,1,0,0,1,0,1,1
57,0,0,1,0,0,1,0,1,0,1,1
37,1,2,1,0,0,1,1,0,0,1,1
54,0,6,0,0,0,1,1,0,0,1,1
49,1,2,91,0,1,0,1,0,0,1,1
21,0,1,0,0,1,0,1,0,0,1,1
50,0,8,172,0,0,1,1,0,0,1,1
41,0,1,2,1,0,0,1,0,0,1,1
46,0,0,-1,0,1,1,0,1,1,0,1
27,1,25,40,1,0,1,1,0,0,1,0
27,1,8,0,1,0,0,0,1,0,1,1
24,0,0,0,0,0,1,1,0,0,1,1
29,0,0,1,1,1,0,1,0,0,1,1
32,0,5,1,1,0,1,1,0,1,0,1
21,1,0,1,0,0,0,0,1,1,0,1
48,0,2,0,0,0,1,1,0,0,1,1
33,1,11,44,1,0,1,1,0,0,1,1
22,0,3,106,1,0,0,1,0,0,1,1
24,0,1,1,1,1,1,0,1,0,1,1
31,1,11,0,0,1,1,1,0,0,1,1
28,1,11,2,1,0,1,1,0,0,1,1
34,0,0,1,1,0,0,1,0,0,1,0
28,1,9,16,1,1,1,1,0,0,1,1
64,0,0,4,1,1,1,1,0,1,0,1
34,1,16,1,1,0,0,1,0,0,1,0
40,0,0,1,1,0,0,1,0,0,1,1
32,0,0,1,0,0,0,0,1,1,0,1
39,1,13,1,1,1,0,1,0,0,1,0
35,0,2,0,1,1,1,0,1,0,1,1
22,0,0,9,1,1,1,1,0,0,1,1
32,0,0,1,0,0,0,0,1,0,1,1
42,1,17,32,1,0,1,1,0,0,1,0
26,1,1,1,0,1,0,1,0,0,1,1
26,0,0,0,0,0,1,1,0,0,1,1
27,1,14,1,1,0,1,1,0,0,1,0
35,1,0,57,1,0,0,0,1,0,1,0
45,0,8,1,0,1,0,1,0,0,1,1
47,0,1,17,0,1,1,1,0,0,1,1
29,0,1,0,1,0,1,0,1,0,1,1
25,1,0,0,1,0,1,0,1,0,1,1
60,1,19,39,1,0,0,1,0,0,1,0
50,0,0,0,0,1,1,1,0,0,1,1
26,1,3,0,0,0,1,1,0,0,1,1
20,1,0,-1,1,1,1,0,1,1,0,1
60,0,0,1,0,1,0,1,0,0,1,1
30,0,11,117,1,0,1,1,0,0,1,0
52,0,3,0,0,0,1,0,1,0,1,1
35,1,13,0,1,0,1,1,0,0,1,0
34,0,4,0,1,1,1,0,1,0,1,1
33,0,0,0,0,0,0,0,1,1,0,1
47,0,0,1,0,0,1,0,1,0,1,1
29,0,2,1,0,1,0,0,1,0,1,1
56,0,0,0,0,1,0,0,1,0,1,1
50,1,7,1,1,0,0,1,0,0,1,1
22,0,0,35,1,1,0,1,0,0,1,1
38,0,0,1,0,1,1,0,1,0,1,1
50,1,1,0,0,1,1,0,1,1,0,1
22,1,0,0,1,0,1,1,0,1,0,1
45,1,0,1,0,1,0,1,0,0,1,1
49,0,2,1,0,0,1,0,1,0,1,1
20,0,0,1,1,1,1,0,1,0,1,1
44,0,0,1,0,0,1,0,1,1,0,1
20,1,0,1,0,0,1,1,0,0,1,1
34,0,3,1,0,1,1,1,0,0,1,1
26,0,1,0,0,1,1,0,1,0,1,1
53,0,0,0,1,0,1,1,0,1,0,1
42,0,8,1,0,0,1,1,0,0,1,1
50,0,4,13,1,0,0,1,0,1,0,1
21,1,0,0,0,0,1,0,1,1,0,1
46,1,26,167,0,1,1,1,0,0,1,1
52,0,2,1,0,0,1,1,0,0,1,1
65,1,2,5,1,0,1,0,1,0,1,1
22,0,0,1,0,1,1,1,0,0,1,1
45,1,3,92,0,0,1,0,1,0,1,1
34,0,1,2,1,1,1,1,0,1,0,1
25,0,0,1,0,1,0,1,0,0,1,1
56,0,0,0,1,0,1,0,1,0,1,1
35,0,13,0,1,1,1,1,0,0,1,0
25,1,0,-1,1,0,1,1,0,0,1,0
28,0,2,0,1,0,1,0,1,0,1,1
31,0,1,1,1,0,1,1,0,0,1,1
33,0,1,0,0,0,0,0,1,1,0,1
21,0,0,2,1,0,0,1,0,0,1,0
28,0,1,38,1,1,1,1,0,1,0,0
27,1,10,0,1,1,0,1,0,0,1,0
25,1,4,32,1,1,0,1,0,0,1,1
28,0,2,13,0,1,1,0,1,0,1,1
22,1,2,1,1,1,1,1,0,0,1,1
36,1,4,1,1,1,0,0,1,1,0,1
48,1,4,1,0,0,0,1,0,1,0,1
28,1,1,5,1,0,0,1,0,0,1,1
34,0,0,0,0,1,0,1,0,0,1,1
33,0,3,0,0,0,0,1,0,0,1,1
32,1,0,0,1,1,0,1,0,0,1,1
62,0,0,1,0,1,1,1,0,0,1,1
32,1,4,1,1,1,1,1,0,0,1,1
40,1,4,33,0,1,1,1,0,0,1,1
60,1,1,1,0,0,1,0,1,0,1,1
28,1,20,0,1,0,0,1,0,0,1,0
39,0,0,0,0,0,0,0,1,0,1,1
21,0,1,1,1,1,0,0,1,0,1,1
46,0,0,5,0,0,1,1,0,0,1,1
52,0,1,0,1,0,1,1,0,1,0,1
23,0,3,1,1,0,1,1,0,0,1,1
27,1,3,0,1,1,1,1,0,0,1,0
25,1,0,4,1,0,1,0,1,0,1,1
52,0,8,39,0,1,0,1,0,0,1,1
28,0,12,1,1,1,0,1,0,0,1,1
29,1,6,0,1,1,1,1,0,0,1,0
45,0,1,0,0,0,0,0,1,1,0,1
49,0,2,1,0,0,1,0,1,0,1,1
55,0,0,0,0,0,1,1,0,0,1,1
42,1,1,21,0,1,0,1,0,1,0,1
28,1,0,0,0,0,1,1,0,0,1,1
31,1,13,1,1,0,0,1,0,0,1,0
38,1,10,10,1,0,0,1,0,0,1,1
33,1,0,1,0,1,0,0,1,1,0,1
25,1,11,6,1,1,0,1,0,0,1,0
30,0,1,70,1,1,1,1,0,0,1,1
23,0,1,1,1,1,1,1,0,1,0,0
27,0,3,0,1,1,1,1,0,1,0,1
30,1,3,2,0,0,1,0,1,0,1,1
25,1,0,1,0,1,0,1,0,0,1,0
26,1,10,0,0,1,1,0,1,0,1,0
37,0,24,19,1,0,0,1,0,0,1,0
50,0,0,0,1,0,0,1,0,0,1,1
26,1,13,-1,1,1,0,1,0,0,1,0
30,1,9,243,1,0,0,1,0,1,0,0
59,1,2,0,0,1,1,0,1,0,1,1
22,0,0,1,0,1,1,0,1,0,1,1
28,0,1,1,1,0,0,0,1,0,1,1
30,1,14,2,1,0,0,1,0,0,1,0
44,0,6,2,1,0,1,1,0,1,0,1
29,0,0,-1,0,0,1,0,1,0,1,1
59,0,0,0,0,1,1,1,0,0,1,1
58,1,4,0,0,1,1,1,0,0,1,1
45,1,0,3,0,1,0,0,1,0,1,1
28,1,2,2,1,1,0,0,1,0,1,1
37,0,1,0,0,0,0,0,1,0,1,1
25,1,4,0,1,0,0,1,0,0,1,0
46,0,1,0,0,0,1,1,0,1,0,1
32,1,4,1,0,1,1,0,1,0,1,1
37,0,1,5,0,0,0,1,0,0,1,1
29,0,2,0,0,0,1,0,1,0,1,1
28,0,6,0,1,0,0,1,0,0,1,1
22,0,0,0,1,1,1,1,0,1,0,0
33,1,3,11,1,1,0,1,0,0,1,1
41,0,1,62,0,0,0,1,0,0,1,1
31,0,0,4,1,0,1,0,1,1,0,1
20,1,3,21,1,1,1,1,0,0,1,1
42,0,1,0,0,1,1,0,1,0,1,1
37,0,13,1,0,1,0,1,0,0,1,1
34,0,1,4,0,1,0,1,0,0,1,1
27,0,1,31,0,1,0,0,1,0,1,1
38,0,8,15,1,0,1,0,1,0,1,1
24,0,0,0,0,1,0,1,0,0,1,1
36,1,14,173,1,0,1,1,0,0,1,1
28,1,0,2,0,1,1,0,1,0,1,1
23,0,0,2,1,1,0,0,1,1,0,1
32,1,15,70,0,0,1,1,0,0,1,0
46,1,10,73,0,1,0,1,0,0,1,1
22,1,1,1,1,0,0,1,0,0,1,1
27,0,0,0,0,0,0,0,1,1,0,1
43,1,2,1,1,0,0,1,0,1,0,1
35,0,0,0,1,0,1,0,1,1,0,1
40,0,0,4,0,1,0,1,0,1,0,1
49,0,1,4,0,1,1,0,1,0,1,1
23,0,0,0,0,1,1,0,1,1,0,1
24,1,4,1,1,0,1,1,0,0,1,1
47,0,9,64,1,0,1,1,0,0,1,1
28,1,13,32,1,0,0,1,0,1,0,0
40,1,0,0,0,1,1,0,1,0,1,1
27,0,10,0,1,0,0,1,0,0,1,1
32,0,0,0,1,0,0,0,1,1,0,1
20,1,1,13,0,1,1,1,0,0,1,0
21,1,2,1,0,1,0,1,0,0,1,1
37,0,0,0,1,1,0,0,1,1,0,1
37,1,4,75,1,1,0,0,1,0,1,1
26,0,1,1,0,1,0,0,1,0,1,1
37,0,1,1,0,1,1,1,0,1,0,1
37,0,2,0,0,0,0,0,1,0,1,1
24,0,0,1,0,0,1,1,0,0,1,1
21,1,0,9,0,1,0,0,1,0,1,0
27,0,3,0,0,1,0,0,1,0,1,1
23,0,1,0,1,1,1,0,1,1,0,1
35,0,0,0,1,1,0,1,0,0,1,1
28,1,0,0,0,1,1,1,0,1,0,1
26,1,9,79,1,0,1,1,0,0,1,0
55,0,0,1,0,1,0,0,1,0,1,1
23,1,1,9,1,0,1,1,0,0,1,0
57,0,1,19,0,0,1,1,0,0,1,1
23,0,0,0,0,0,1,0,1,1,0,1
37,1,4,1,0,1,1,1,0,0,1,1
48,1,2,1,1,0,0,1,0,0,1,1
20,1,0,1,1,1,0,0,1,1,0,1
30,1,8,1,1,0,0,1,0,0,1,0
74,0,0,0,1,0,0,1,0,1,0,1
34,1,8,4,1,0,0,1,0,0,1,1
29,1,5,1,1,1,1,1,0,0,1,1
24,1,11,0,0,0,0,1,0,0,1,0
37,1,2,0,1,0,0,1,0,0,1,1
28,1,5,2,1,0,1,1,0,0,1,1
26,0,0,2,1,1,0,0,1,0,1,1
27,1,2,1,0,1,1,0,1,0,1,1
40,0,20,1,1,1,1,1,0,0,1,1
30,0,0,0,0,0,1,1,0,0,1,1
35,0,0,1,0,0,0,0,1,0,1,1
22,1,0,1,1,1,1,1,0,0,1,1
19,1,0,2,0,0,0,0,1,0,1,0
22,0,1,13,1,0,0,1,0,1,0,1
39,0,5,4,1,0,1,1,0,0,1,1
21,0,0,0,1,1,1,1,0,0,1,1
41,0,2,15,0,1,1,1,0,1,0,1
42,0,0,4,0,0,1,0,1,0,1,1
70,0,0,0,0,0,1,0,1,0,1,1
34,0,0,108,0,1,1,1,0,0,1,1
50,0,4,2,1,1,0,0,1,0,1,1
58,0,6,144,1,0,1,1,0,0,1,1
27,1,4,34,1,0,0,1,0,0,1,0
27,0,3,1,1,0,1,0,1,0,1,1
46,0,0,1,0,0,0,0,1,1,0,1
59,0,1,62,1,1,1,0,1,0,1,1
23,1,5,1,1,1,0,1,0,0,1,0
51,0,3,2,1,1,1,1,0,0,1,1
30,0,7,1,1,0,1,1,0,0,1,1
25,0,0,0,1,0,0,0,1,0,1,1
24,0,7,1,0,1,1,0,1,1,0,1
34,1,12,1,1,1,1,1,0,0,1,1
28,0,0,0,0,1,0,0,1,1,0,1
35,0,1,0,1,1,0,0,1,1,0,1
51,0,1,1,0,0,0,0,1,0,1,1
32,0,2,1,1,1,1,0,1,0,1,1
33,0,1,1,0,1,1,0,1,0,1,1
46,0,2,7,0,0,1,1,0,0,1,1
31,1,2,15,0,0,0,0,1,0,1,1
22,1,1,1,0,1,0,1,0,0,1,1
47,1,1,0,0,1,0,1,0,0,1,1
30,1,10,1,1,0,1,0,1,0,1,1
28,0,0,29,1,0,1,1,0,1,0,0
35,0,2,1,1,0,0,1,0,1,0,1
22,1,4,260,1,1,1,1,0,0,1,0
27,1,3,0,1,0,1,0,1,1,0,1
56,0,3,0,0,1,1,0,1,0,1,1
25,0,4,183,0,1,1,1,0,0,1,1
40,0,1,1,1,0,1,1,0,0,1,1
31,0,0,1,0,0,1,1,0,0,1,1
48,1,0,0,0,0,1,0,1,0,1,1
37,0,0,0,0,1,1,0,1,0,1,1
37,0,0,0,0,0,1,0,1,1,0,1
24,1,2,1,1,1,1,1,0,1,0,1
31,1,3,0,0,1,0,0,1,0,1,1
30,1,1,33,0,1,1,1,0,0,1,0
27,0,0,2,0,1,0,1,0,0,1,1
21,0,0,5,1,0,1,1,0,0,1,0
28,0,0,1,0,1,1,1,0,1,0,1
27,1,0,1,0,1,1,1,0,0,1,1
24,1,0,1,0,1,1,1,0,0,1,1
46,0,0,1,1,1,0,0,1,0,1,1
25,0,0,1,1,0,0,1,0,0,1,1
40,0,0,1,0,1,0,1,0,0,1,1
33,1,9,2,1,0,1,0,1,0,1,0
37,1,0,0,1,0,0,1,0,0,1,1
27,0,1,2,1,0,0,0,1,0,1,1
28,1,11,0,1,0,1,1,0,0,1,0
26,0,1,0,0,1,1,0,1,1,0,1
44,1,0,1,0,1,1,1,0,0,1,1
39,1,17,35,0,1,0,1,0,0,1,1
30,0,0,5,0,0,1,1,0,0,1,1
25,0,2,2,1,1,0,0,1,0,1,1
46,0,2,0,1,1,0,1,0,0,1,0
67,1,2,0,0,0,0,0,1,0,1,1
43,1,22,26,0,0,0,0,1,1,0,0
20,0,0,0,1,1,0,1,0,0,1,1
30,0,2,6,0,0,1,0,1,0,1,0
43,0,7,8,0,0,0,1,0,1,0,0
27,1,0,1,0,1,1,1,0,0,1,1
32,1,22,0,1,0,1,1,0,0,1,0
28,1,18,0,1,1,1,1,0,0,1,0
22,0,2,2,1,1,1,1,0,1,0,0
40,1,8,40,0,0,1,1,0,0,1,1
22,1,0,1,0,0,1,0,1,0,1,1
38,0,2,8,0,1,0,1,0,0,1,1
20,0,0,0,1,1,0,1,0,1,0,1
49,0,0,1,0,1,0,0,1,0,1,1
21,0,0,0,1,1,0,0,1,1,0,1
40,0,1,1,0,1,0,0,1,0,1,1
20,1,2,1,1,1,0,1,0,0,1,1
29,0,1,0,0,0,1,1,0,0,1,1
39,0,0,1,0,0,0,0,1,0,1,1
49,1,3,0,1,0,0,1,0,0,1,0
63,0,0,0,0,1,1,0,1,0,1,1
30,0,2,0,0,0,0,1,0,0,1,1
28,0,1,9,0,1,1,1,0,1,0,1
65,1,1,1,0,0,0,0,1,1,0,1
28,0,1,0,0,0,1,0,1,1,0,1
21,1,0,4,1,1,0,1,0,1,0,1
25,1,1,28,1,0,1,1,0,0,1,1
32,0,1,0,1,1,1,0,1,0,1,1
47,0,4,0,1,0,0,1,0,0,1,1
40,0,0,0,0,0,0,0,1,1,0,1
29,0,0,28,0,1,0,1,0,1,0,1
38,0,0,-1,1,1,1,0,1,0,1,1
29,0,4,1,1,0,1,1,0,0,1,1
27,0,1,0,1,0,0,0,1,1,0,1
28,1,3,4,1,0,0,1,0,1,0,1
36,1,5,0,0,1,0,1,0,0,1,1
21,1,0,1,1,0,0,1,0,0,1,1
52,1,0,4,1,0,0,0,1,0,1,1
24,0,0,1,0,1,0,1,0,1,0,0
33,0,0,0,1,0,1,1,0,0,1,1
34,1,5,6,0,1,1,0,1,0,1,1
22,1,1,1,1,1,1,1,0,0,1,1
25,1,1,0,1,0,1,1,0,0,1,1
31,0,1,117,0,1,0,0,1,0,1,1
35,0,9,173,1,0,0,1,0,1,0,0
26,0,0,1,0,1,0,0,1,0,1,1
22,1,1,5,0,0,0,0,1,0,1,0
45,1,15,330,1,0,1,1,0,0,1,0
25,1,7,127,1,0,0,1,0,0,1,0
45,1,1,27,0,0,1,1,0,0,1,1
21,1,0,0,0,0,1,0,1,0,1,1
19,1,0,1,1,1,1,0,1,1,0,0
23,0,1,0,1,0,1,0,1,0,1,1
33,1,1,3,1,1,1,1,0,0,1,1
29,1,2,10,1,0,0,1,0,1,0,1
31,1,19,0,1,1,1,1,0,0,1,0
42,0,0,1,1,0,0,1,0,0,1,1
35,0,1,74,0,1,0,1,0,0,1,1
44,0,6,1,1,0,0,1,0,0,1,1
62,0,0,0,0,0,0,0,1,1,0,1
29,0,0,0,1,1,0,0,1,0,1,1
26,0,0,0,0,1,0,1,0,0,1,1
28,0,5,51,1,1,1,1,0,0,1,0
22,1,5,4,0,0,0,1,0,0,1,0
21,1,1,1,1,0,0,0,1,1,0,1
27,0,8,68,0,0,1,1,0,0,1,1
26,1,2,1,0,0,1,1,0,0,1,0
74,0,0,1,0,0,0,0,1,0,1,1
30,1,13,1,0,1,1,1,0,0,1,0
31,0,1,13,1,0,1,1,0,0,1,1
56,1,2,0,1,1,0,0,1,1,0,1
23,1,2,7,1,1,1,1,0,0,1,0
30,0,0,1,1,1,1,0,1,1,0,1
29,0,0,0,1,1,1,1,0,0,1,1
44,0,0,2,1,1,1,0,1,0,1,1
52,1,6,1,0,0,1,1,0,0,1,1
24,0,0,-1,1,0,1,1,0,0,1,1
25,0,2,9,0,1,0,1,0,0,1,1
31,1,4,5,0,0,0,1,0,0,1,1
30,1,0,1,0,1,1,0,1,0,1,1
51,0,0,91,0,0,1,0,1,0,1,1
45,1,5,1,0,0,1,1,0,0,1,1
21,1,3,0,1,1,0,1,0,0,1,1
21,0,1,0,0,1,0,1,0,0,1,1
36,0,6,84,1,0,0,1,0,0,1,1
26,0,2,0,0,1,0,1,0,0,1,1
20,1,4,1,1,0,1,1,0,0,1,0
27,0,0,1,1,1,0,0,1,1,0,1
27,1,0,0,0,0,0,0,1,1,0,1
42,0,0,2,0,1,0,1,0,0,1,1
51,0,2,0,0,0,1,0,1,1,0,1
25,1,4,9,1,1,0,0,1,0,1,1
49,0,0,-1,0,0,0,1,0,0,1,1
21,1,0,1,1,0,0,0,1,0,1,1
43,0,0,0,0,0,1,0,1,1,0,1
32,0,3,1,1,1,0,1,0,0,1,1
27,1,0,2,0,1,1,1,0,1,0,1
32,1,13,38,1,0,1,0,1,0,1,0
38,0,0,1,0,0,0,1,0,0,1,1
46,0,3,2,1,0,0,1,0,0,1,1
27,0,4,1,1,0,0,0,1,0,1,1
47,0,0,1,1,1,0,0,1,0,1,1
39,1,4,1,0,0,1,1,0,1,0,1
21,1,0,0,1,1,1,1,0,0,1,1
21,0,1,1,0,0,1,1,0,0,1,1
34,0,4,0,0,0,0,0,1,1,0,1
47,1,4,64,1,1,1,1,0,0,1,0
22,0,1,24,0,1,1,0,1,0,1,1
