"age","two_year_recid","c_charge_degree","sex","priors_count","length_of_stay","race","unrelated_column_one","unrelated_column_two"
34,"0","F","Male",0,53,0,0,0
28,"1","F","Male",0,0,0,0,0
26,"0","M","Male",0,53,0,0,1
27,"0","F","Male",0,53,0,0,0
28,"0","F","Male",1,0,0,0,0
22,"1","F","Male",0,53,0,1,1
28,"0","F","Male",21,53,0,0,1
40,"0","F","Male",0,53,1,0,1
28,"0","F","Male",1,2,0,0,0
39,"0","M","Male",0,1,0,0,0
28,"1","F","Male",7,14,0,1,1
28,"0","M","Male",0,53,1,1,1
28,"1","F","Male",0,2,0,0,1
28,"0","F","Male",0,3,1,1,1
28,"0","M","Male",1,178,1,0,1
28,"1","M","Male",0,53,1,0,1
28,"0","F","Male",0,53,0,0,1
28,"0","F","Male",0,1,0,1,1
30,"0","M","Male",0,-1,0,0,1
28,"0","M","Male",1,53,0,1,1
25,"1","F","Male",5,20,0,1,1
28,"1","F","Male",3,9,0,0,1
61,"0","F","Female",0,53,0,0,0
28,"1","F","Male",6,28,1,1,1
28,"0","F","Male",0,10,1,0,0
28,"0","M","Male",0,53,0,1,0
40,"0","F","Male",0,53,0,0,0
26,"0","F","Female",1,53,0,0,1
35,"0","F","Female",0,0,1,0,1
28,"0","F","Male",0,7,1,0,1
43,"0","F","Male",7,0,1,0,0
28,"1","F","Male",3,53,0,0,1
28,"0","F","Male",0,1,0,0,1
32,"0","F","Male",0,6,1,0,1
39,"0","M","Male",0,0,0,1,0
31,"0","M","Male",4,53,0,0,0
28,"0","F","Male",5,53,0,1,0
25,"0","F","Male",0,49,0,1,0
44,"1","M","Male",0,0,0,0,0
21,"0","F","Male",0,53,1,0,0
28,"0","M","Male",0,53,0,0,0
28,"0","F","Male",0,53,0,0,1
23,"0","F","Male",2,53,0,1,1
28,"1","F","Male",2,53,1,0,1
28,"0","F","Male",0,33,0,0,1
28,"0","M","Male",0,3,0,0,1
29,"1","M","Male",1,53,0,1,0
28,"1","M","Male",0,53,0,0,1
19,"1","M","Male",0,53,0,0,1
42,"0","F","Male",0,2,0,0,1
27,"0","M","Female",0,53,1,0,1
28,"0","F","Male",0,53,0,0,1
24,"0","M","Male",0,2,0,0,0
29,"1","F","Male",6,53,0,0,1
34,"0","M","Male",0,1,0,0,1
28,"0","F","Male",1,53,0,0,1
40,"0","F","Male",0,37,0,0,1
28,"0","F","Male",0,0,0,1,1
28,"0","F","Male",0,53,0,0,1
28,"0","M","Male",0,1,1,0,0
28,"0","M","Male",1,7,0,0,0
28,"0","M","Male",0,1,1,0,1
38,"0","F","Female",0,53,1,0,1
31,"0","F","Male",0,53,0,1,0
28,"1","F","Female",5,53,0,0,0
49,"0","F","Male",0,53,0,0,1
28,"0","F","Male",0,0,0,1,1
27,"0","M","Male",6,27,0,0,1
32,"0","F","Male",9,0,1,0,1
28,"0","F","Female",2,53,1,0,1
28,"0","F","Male",1,53,0,1,1
20,"0","F","Male",0,0,1,0,0
21,"0","F","Male",0,45,0,1,1
28,"0","F","Male",0,-1,0,0,1
58,"0","M","Male",0,1,1,0,0
62,"0","F","Male",0,15,0,1,0
32,"0","M","Male",1,0,0,1,0
62,"0","M","Male",0,27,0,0,0
33,"1","F","Male",0,0,0,1,1
30,"0","M","Male",11,1,0,0,1
31,"0","M","Female",11,126,0,1,0
62,"0","F","Male",2,1,1,1,0
29,"1","M","Male",0,11,0,1,1
62,"0","M","Male",1,1,0,0,0
62,"0","M","Male",0,1,0,1,0
62,"0","M","Male",0,1,0,1,0
21,"1","M","Female",0,10,0,0,0
27,"0","F","Male",0,1,0,1,0
26,"0","F","Male",0,1,0,0,0
24,"1","M","Male",0,1,0,1,1
62,"1","F","Male",2,1,0,0,1
27,"0","M","Female",0,1,0,1,0
55,"0","M","Male",0,1,0,1,0
69,"0","M","Male",0,33,0,0,0
62,"1","F","Male",0,0,0,1,1
52,"0","M","Male",0,0,0,1,1
62,"0","M","Male",1,1,1,0,1
22,"0","M","Male",1,0,0,1,1
26,"1","F","Male",0,0,1,1,0
62,"0","M","Female",0,1,0,1,0
62,"0","M","Male",0,1,0,1,0
25,"0","M","Male",0,1,1,1,1
62,"0","M","Male",0,0,0,0,0
62,"0","M","Male",0,1,0,1,0
62,"1","F","Female",2,1,0,1,1
26,"0","M","Female",2,1,1,0,0
62,"1","M","Male",10,1,0,1,0
62,"1","M","Male",0,1,0,0,0
62,"0","M","Male",1,1,0,1,0
62,"0","M","Male",0,1,0,1,0
35,"1","M","Male",0,1,0,1,1
62,"1","M","Male",0,1,0,1,0
29,"0","F","Male",7,1,1,1,0
27,"1","M","Male",0,12,1,1,0
62,"0","M","Male",4,0,0,1,0
32,"0","M","Male",0,12,1,1,0
38,"0","M","Male",0,0,0,1,0
62,"0","F","Male",1,1,0,1,0
62,"0","M","Male",0,3,1,1,0
62,"1","M","Male",0,1,0,1,0
44,"1","M","Male",0,1,0,0,0
62,"0","F","Male",0,1,0,1,1
24,"0","F","Female",0,0,0,1,0
45,"0","M","Male",21,1,1,1,0
62,"1","F","Female",1,13,0,1,0
22,"0","F","Male",0,1,0,0,0
29,"1","F","Male",12,1,0,1,0
62,"0","M","Male",1,1,0,1,0
62,"0","M","Male",0,1,0,0,0
62,"0","F","Male",0,1,0,1,0
62,"0","M","Male",0,11,1,1,0
39,"0","M","Male",0,0,0,1,0
62,"0","M","Male",0,1,0,1,0
24,"0","F","Male",0,1,0,1,0
46,"0","M","Male",0,0,1,1,0
62,"0","M","Male",0,1,1,1,1
62,"0","M","Male",2,5,0,0,0
29,"1","M","Male",0,1,1,1,0
62,"0","M","Male",0,0,0,1,0
62,"0","M","Male",0,170,0,1,1
67,"0","F","Male",0,1,0,0,0
24,"1","M","Male",3,10,0,1,0
55,"0","M","Male",1,14,0,0,0
62,"0","M","Female",0,0,0,1,0
62,"0","M","Male",0,1,0,1,0
62,"0","F","Male",22,1,1,1,0
62,"0","F","Male",0,0,0,1,0
62,"0","M","Male",0,0,0,1,0
24,"0","M","Male",0,2,1,1,0
59,"0","M","Male",3,1,0,1,0
62,"1","M","Male",0,3,0,1,0
62,"1","F","Male",0,7,0,1,0
25,"0","M","Male",0,1,0,1,0
62,"0","F","Male",0,0,0,1,0
57,"0","M","Male",0,1,0,1,0
62,"0","M","Male",0,0,0,1,0
32,"0","F","Male",10,1,0,1,1
62,"0","M","Male",0,0,0,1,1
62,"0","M","Male",0,1,1,1,1
62,"0","M","Male",0,1,1,1,1
62,"0","M","Male",0,1,0,1,0
58,"0","F","Male",0,1,0,1,1
62,"0","M","Male",0,1,1,0,1
62,"0","M","Male",1,1,0,1,0
40,"0","M","Male",0,0,0,1,0
29,"0","M","Male",2,187,0,1,0
20,"0","F","Male",1,1,0,0,0
62,"0","F","Male",0,1,0,0,0
40,"0","M","Female",0,1,1,1,0
21,"0","F","Male",0,1,0,1,0
36,"0","M","Male",3,47,0,1,0
62,"0","M","Male",2,0,0,0,0
29,"0","M","Male",0,1,1,1,0
62,"0","M","Female",0,0,0,1,0
45,"1","F","Female",1,2,0,1,0
37,"0","M","Female",1,2,0,0,0
45,"0","F","Male",1,2,1,0,0
35,"0","F","Female",1,2,0,0,0
33,"0","M","Male",0,2,1,0,1
45,"0","F","Female",1,2,1,0,0
40,"0","F","Female",1,2,0,0,0
45,"0","F","Female",0,0,0,0,1
28,"0","F","Male",1,2,1,0,0
45,"1","F","Female",2,0,1,0,0
30,"0","F","Female",7,118,1,0,0
45,"0","M","Female",1,2,0,0,1
22,"1","F","Female",1,0,1,0,0
45,"0","M","Male",1,0,1,1,0
45,"0","F","Female",0,40,1,0,1
22,"0","F","Male",2,4,1,0,1
25,"0","F","Female",0,18,1,0,0
45,"0","F","Female",0,2,1,0,0
56,"0","F","Female",8,2,1,0,0
45,"0","M","Female",1,1,1,0,0
45,"0","F","Female",1,2,1,1,0
28,"0","F","Female",2,-1,1,1,1
27,"0","M","Female",1,2,0,1,0
45,"0","F","Male",1,0,1,1,0
45,"0","F","Male",1,2,1,1,0
45,"0","M","Male",2,97,0,1,0
19,"1","F","Female",0,2,0,0,0
45,"1","M","Male",8,2,1,0,0
45,"1","F","Male",1,186,1,0,0
45,"0","F","Female",6,2,0,1,0
30,"0","F","Female",1,2,1,0,0
25,"1","F","Male",7,243,1,0,0
45,"0","F","Female",1,2,1,0,0
53,"0","F","Male",7,2,1,0,0
31,"0","F","Female",4,2,1,0,1
45,"0","F","Male",1,2,1,0,0
45,"1","F","Female",1,2,0,1,0
45,"1","F","Male",21,55,1,0,1
66,"0","F","Female",1,1,1,0,0
45,"0","F","Male",1,15,0,0,0
45,"0","F","Female",1,0,1,0,0
36,"0","M","Male",1,2,0,0,1
45,"0","F","Male",1,2,1,0,0
45,"0","F","Female",1,1,1,0,0
24,"1","F","Female",1,5,1,0,0
22,"0","F","Male",1,2,1,0,0
50,"0","F","Female",0,-1,1,1,1
45,"1","F","Female",1,0,1,0,0
25,"1","F","Male",1,80,0,0,0
25,"0","F","Male",1,2,1,0,0
45,"0","F","Female",1,1,1,0,0
24,"0","F","Female",2,1,1,1,0
45,"0","F","Female",12,2,0,0,1
48,"0","F","Male",0,1,1,0,0
30,"0","F","Female",0,2,1,1,0
33,"0","F","Male",1,0,0,0,1
24,"0","F","Female",0,2,1,0,0
45,"1","M","Female",0,2,0,0,0
45,"0","F","Female",1,0,1,1,0
37,"0","F","Female",7,2,1,0,0
45,"1","M","Male",1,0,1,0,0
45,"0","F","Male",2,2,1,0,0
23,"0","F","Male",2,2,1,1,0
45,"0","M","Male",1,2,0,0,1
39,"0","F","Female",1,2,0,0,0
44,"0","M","Female",1,0,1,0,0
36,"0","F","Male",1,2,0,0,0
31,"0","F","Male",2,2,1,1,0
21,"0","M","Female",1,2,1,0,0
45,"0","M","Female",1,0,1,0,0
45,"0","F","Female",10,2,0,0,1
33,"0","F","Female",1,0,1,1,0
39,"0","M","Female",1,0,0,0,0
67,"0","F","Female",1,2,1,0,0
32,"1","F","Female",1,2,0,0,0
45,"0","M","Male",1,3,1,0,1
27,"1","M","Female",1,51,1,0,0
45,"1","M","Female",1,1,1,1,0
28,"0","F","Female",1,2,1,0,1
45,"1","F","Female",1,2,0,0,0
45,"0","F","Female",3,9,0,0,0
45,"0","F","Female",1,2,0,0,1
45,"1","F","Male",1,0,1,0,0
45,"0","M","Male",1,2,0,1,0
45,"0","F","Male",1,1,1,0,1
45,"0","F","Female",1,0,1,0,0
36,"0","M","Female",1,0,0,0,0
39,"0","M","Female",1,2,0,0,1
45,"0","M","Female",0,2,1,0,0
38,"0","F","Female",5,1,1,0,0
45,"0","F","Female",0,2,0,0,0
33,"0","F","Female",3,2,1,0,0
45,"0","F","Female",1,2,1,0,0
45,"0","F","Female",0,2,1,0,1
36,"1","F","Female",7,2,1,0,0
45,"0","F","Female",0,2,0,0,1
45,"0","F","Female",1,2,1,0,1
45,"0","M","Male",26,2,1,0,0
45,"0","M","Female",1,2,1,1,0
33,"0","F","Female",0,2,0,1,0
34,"0","F","Male",0,0,0,1,1
34,"0","F","Male",2,35,0,1,1
24,"1","M","Male",0,0,1,1,0
34,"0","F","Male",2,0,1,0,1
38,"1","F","Male",2,1,0,1,1
56,"0","F","Male",6,12,0,1,0
34,"0","F","Male",2,6,0,1,0
53,"0","F","Male",2,0,0,1,0
27,"0","F","Male",2,0,1,1,0
31,"0","F","Male",6,48,1,0,0
30,"0","F","Male",2,0,1,1,0
34,"0","F","Male",2,0,1,0,0
30,"0","F","Male",2,0,1,1,0
65,"0","M","Female",2,0,1,1,0
34,"1","F","Male",2,1,1,1,0
34,"0","F","Male",2,0,1,1,0
29,"0","F","Male",2,0,0,1,0
53,"0","M","Male",0,0,1,0,0
34,"0","M","Male",2,0,1,1,0
59,"0","F","Male",2,0,1,1,0
25,"1","F","Male",2,82,1,1,0
34,"1","F","Male",2,0,1,1,0
34,"1","F","Male",2,1,1,1,1
32,"1","F","Male",17,0,1,1,1
25,"0","M","Female",2,0,1,1,0
34,"1","F","Male",2,0,1,1,0
34,"0","F","Male",2,0,1,1,0
23,"0","F","Male",1,0,1,1,0
34,"0","M","Male",8,0,1,0,1
34,"0","F","Male",2,0,0,1,0
42,"0","F","Male",2,2,1,1,0
34,"0","F","Male",2,0,1,1,0
34,"0","F","Male",1,0,0,1,1
34,"0","F","Male",1,0,1,1,0
34,"0","F","Male",2,0,0,1,0
24,"0","M","Male",2,1,1,1,1
22,"0","F","Male",2,0,1,1,1
34,"0","F","Male",2,1,1,1,0
34,"0","F","Male",2,0,1,1,0
34,"1","M","Male",6,0,1,0,0
45,"0","F","Male",0,23,0,1,1
31,"0","F","Male",2,1,1,0,1
34,"0","F","Male",2,0,1,1,0
34,"0","F","Male",2,0,1,1,1
50,"0","F","Female",2,1,1,1,0
31,"1","M","Male",1,1,1,1,0
38,"0","F","Male",2,17,1,1,0
34,"0","F","Male",7,0,1,1,0
34,"0","F","Male",0,0,1,1,0
34,"0","F","Female",0,0,1,1,0
63,"1","F","Male",2,0,1,1,0
34,"0","F","Male",2,0,0,1,0
23,"0","M","Male",2,2,1,1,0
25,"1","M","Male",2,0,1,0,0
47,"0","F","Male",2,0,0,0,0
34,"0","F","Male",0,1,1,1,0
34,"0","F","Male",3,0,0,0,0
34,"0","M","Male",2,0,1,1,0
34,"0","F","Male",0,0,0,0,0
34,"1","F","Female",0,0,0,1,0
34,"0","F","Male",2,1,1,1,0
34,"1","F","Male",1,2,0,0,0
34,"1","F","Male",1,0,1,1,0
34,"1","F","Male",2,1,1,0,0
22,"0","M","Male",0,0,1,1,0
34,"1","F","Male",1,0,1,1,0
27,"0","F","Male",2,0,1,1,0
34,"0","F","Male",2,0,1,1,0
34,"1","F","Male",2,58,1,1,0
34,"0","F","Male",2,69,0,1,1
34,"0","F","Male",2,51,0,0,0
31,"0","F","Male",0,0,1,1,0
23,"0","M","Male",2,0,1,0,0
34,"0","M","Male",0,0,1,1,0
34,"0","M","Male",0,0,1,1,1
34,"0","F","Male",5,0,1,1,1
34,"0","M","Male",2,0,1,1,0
47,"1","F","Male",2,0,1,1,0
34,"0","F","Male",1,0,1,1,0
61,"0","M","Male",2,0,0,0,1
34,"0","F","Male",2,0,1,1,0
34,"0","F","Male",2,0,1,1,0
34,"0","F","Male",2,0,1,1,0
34,"1","F","Male",2,0,1,1,1
34,"0","F","Male",2,1,1,1,0
30,"0","F","Male",3,0,0,1,0
29,"0","F","Male",0,0,1,1,0
34,"0","F","Male",0,32,1,1,0
34,"0","F","Male",5,0,0,0,0
30,"0","F","Male",0,0,0,1,1
18,"0","F","Male",2,28,1,1,0
31,"0","F","Male",2,2,1,0,0
55,"1","F","Male",2,0,0,0,0
34,"1","F","Male",1,8,0,1,0
25,"0","F","Male",0,0,1,1,0
34,"0","M","Male",2,0,1,1,1
34,"0","F","Male",9,0,0,1,0
57,"0","F","Male",0,0,1,1,0
46,"1","F","Male",5,-1,0,1,0
34,"0","F","Male",2,0,1,0,1
43,"0","M","Male",4,31,1,0,0
35,"0","M","Male",4,3,0,0,0
21,"0","F","Male",0,4,0,1,0
41,"0","M","Male",12,0,0,0,0
33,"0","M","Female",4,31,1,1,0
23,"0","M","Male",4,31,0,0,0
35,"0","F","Male",2,31,0,1,1
35,"0","F","Male",4,31,0,1,0
35,"0","M","Male",4,31,0,0,0
21,"0","M","Male",1,31,0,0,0
20,"0","F","Male",1,1,1,0,0
35,"0","M","Male",0,0,0,1,1
26,"0","M","Male",4,0,0,1,0
37,"0","F","Male",0,0,0,1,0
54,"0","M","Male",4,0,0,0,1
47,"0","F","Female",4,3,0,0,0
30,"0","F","Male",14,117,0,0,0
35,"0","M","Male",4,31,1,1,0
35,"0","F","Male",4,0,1,0,0
35,"1","M","Male",4,1,0,1,0
51,"1","M","Female",4,31,0,1,0
24,"0","F","Male",2,31,0,0,1
36,"0","M","Male",2,1,0,1,1
27,"0","M","Male",1,2,1,1,0
35,"0","F","Male",4,31,0,0,0
24,"0","M","Male",1,31,0,0,1
30,"1","M","Male",24,317,0,0,0
35,"0","M","Male",4,1,1,0,0
35,"0","M","Male",3,0,0,0,0
61,"0","M","Male",0,0,0,0,0
35,"0","M","Male",4,31,0,1,0
35,"0","M","Male",7,0,1,0,0
35,"0","M","Male",0,0,0,0,0
35,"0","M","Female",4,31,0,1,0
35,"0","M","Male",1,0,0,1,0
26,"0","F","Male",4,31,0,0,0
35,"1","M","Male",0,31,0,0,0
35,"1","M","Male",1,31,0,0,1
26,"0","M","Male",0,31,0,0,0
35,"0","M","Male",6,31,0,0,0
35,"0","M","Male",4,0,1,0,0
35,"0","M","Male",0,31,0,1,1
35,"0","M","Male",1,0,0,0,1
35,"0","M","Male",4,0,0,0,0
35,"0","M","Female",6,0,0,1,0
34,"0","F","Male",2,31,1,1,0
35,"0","M","Male",4,31,0,1,0
35,"0","M","Male",0,31,0,0,0
37,"0","M","Male",5,0,0,1,0
35,"0","M","Female",0,31,0,1,0
24,"1","F","Male",2,30,0,0,1
35,"0","M","Male",4,31,0,0,1
25,"1","F","Male",4,0,0,0,0
32,"0","F","Male",4,0,1,0,0
34,"0","M","Male",4,31,0,0,0
35,"0","F","Female",6,31,0,0,0
22,"0","F","Female",0,5,0,0,1
32,"0","M","Male",4,22,0,0,0
25,"0","F","Male",4,31,0,1,0
35,"0","F","Male",10,64,0,0,0
35,"0","M","Male",4,31,0,1,0
35,"1","F","Male",0,31,0,0,0
35,"1","F","Male",4,31,0,1,0
35,"1","F","Male",13,31,1,0,0
35,"0","F","Female",4,31,1,0,0
40,"1","M","Male",0,31,0,0,0
35,"1","M","Male",4,0,0,0,0
28,"0","M","Female",0,31,0,0,0
25,"0","M","Male",2,31,0,1,0
25,"0","F","Male",0,31,0,1,0
35,"1","F","Male",9,31,0,0,0
45,"0","F","Female",4,31,0,0,1
23,"0","M","Female",4,31,1,0,0
35,"0","F","Male",4,0,0,0,0
35,"1","M","Male",4,31,0,0,0
35,"0","F","Male",1,31,0,1,1
26,"0","M","Male",0,0,0,1,1
35,"1","F","Male",9,31,1,0,0
26,"0","M","Male",4,31,0,1,0
35,"0","F","Male",4,0,0,0,0
35,"0","M","Male",4,31,0,0,0
35,"0","F","Male",4,15,0,0,0
45,"0","M","Male",0,31,0,0,0
53,"0","M","Male",4,31,0,1,0
46,"0","M","Male",4,31,0,0,0
24,"0","F","Male",1,22,0,0,1
35,"0","M","Male",0,110,0,0,1
35,"0","F","Female",4,31,1,1,1
35,"0","M","Male",4,1,0,0,0
35,"0","M","Male",4,76,1,0,0
35,"0","M","Male",8,26,0,0,0
25,"0","M","Male",4,0,0,1,0
35,"1","M","Male",3,0,0,0,0
35,"0","M","Male",4,31,0,1,0
25,"0","F","Male",4,31,0,0,0
35,"1","F","Male",7,57,0,0,0
48,"0","M","Male",3,1,1,1,1
35,"0","M","Male",5,0,0,0,1
35,"0","M","Male",4,1,1,1,1
27,"0","M","Male",7,31,1,1,0
24,"1","M","Male",2,33,1,1,1
24,"1","M","Male",2,1,1,1,0
58,"1","M","Male",2,33,1,0,0
42,"1","M","Male",7,33,1,1,0
24,"0","M","Male",0,33,1,1,0
24,"1","F","Male",1,48,1,1,0
24,"0","F","Male",2,0,1,1,1
24,"1","M","Male",2,33,0,1,0
65,"0","M","Female",2,1,0,0,0
23,"1","F","Male",2,33,1,0,0
53,"1","F","Male",1,33,0,0,0
24,"1","F","Male",3,16,1,1,0
21,"1","F","Male",1,33,1,1,0
24,"1","M","Female",1,33,1,0,1
24,"1","M","Male",2,33,1,1,1
24,"1","M","Male",0,33,1,1,1
53,"0","M","Male",2,33,0,1,0
44,"0","M","Male",2,33,1,0,0
24,"1","M","Male",2,33,0,1,0
31,"1","F","Male",2,2,1,0,0
24,"0","M","Female",2,33,0,1,0
24,"0","F","Male",2,0,0,0,0
24,"1","M","Male",2,33,0,1,1
24,"1","M","Male",2,33,1,1,1
24,"0","F","Male",0,-1,1,0,0
45,"0","F","Male",0,33,0,0,0
27,"1","M","Female",2,33,1,1,0
24,"0","F","Male",0,33,1,0,0
24,"1","F","Male",1,0,1,0,1
24,"1","M","Male",2,46,1,1,0
36,"0","M","Male",2,33,1,1,0
24,"1","M","Male",2,0,0,0,1
24,"1","M","Female",2,3,1,1,0
33,"0","M","Male",3,12,0,1,0
21,"0","M","Male",0,33,1,1,0
24,"1","M","Male",2,4,0,1,0
24,"1","F","Male",2,33,1,1,0
24,"1","M","Male",6,33,0,1,0
27,"0","F","Male",2,33,1,1,0
24,"1","M","Male",0,33,0,1,0
41,"1","M","Male",2,0,1,1,1
46,"1","F","Male",2,3,1,1,1
24,"0","F","Male",2,33,1,1,0
33,"1","F","Male",15,33,1,1,1
29,"1","M","Male",1,2,0,0,0
24,"1","M","Male",15,33,1,0,1
26,"1","M","Male",2,33,1,1,0
24,"1","M","Male",0,0,1,1,0
24,"1","M","Male",2,33,1,1,1
42,"1","F","Male",7,1,1,1,0
24,"1","M","Male",3,2,1,1,0
24,"0","M","Male",2,33,0,1,1
24,"0","F","Male",0,1,1,1,0
24,"0","F","Male",2,33,1,1,0
61,"0","F","Male",2,33,0,1,0
23,"1","M","Male",3,33,0,0,0
28,"1","M","Male",2,3,1,1,1
24,"0","M","Male",0,33,1,1,0
24,"1","M","Male",2,2,0,1,1
21,"1","M","Male",0,1,1,1,0
20,"0","F","Male",2,2,0,1,0
37,"1","M","Male",2,2,1,1,0
33,"0","M","Male",7,26,1,1,0
24,"1","M","Male",12,33,1,1,0
24,"1","M","Male",2,0,1,1,0
36,"0","F","Male",2,1,0,1,0
24,"1","F","Male",2,33,1,1,1
54,"0","F","Male",8,33,0,0,0
44,"1","F","Male",3,33,0,0,1
22,"1","M","Female",0,33,1,1,0
37,"1","M","Male",0,1,1,1,0
35,"1","M","Male",3,33,1,1,0
59,"1","F","Female",5,33,1,1,0
23,"1","M","Male",1,27,0,0,0
28,"1","M","Male",2,33,1,1,0
22,"0","M","Male",0,33,1,1,1
21,"1","M","Male",0,1,1,1,0
26,"1","F","Male",2,0,0,1,0
52,"0","F","Female",2,-1,0,1,0
24,"1","F","Male",1,33,1,1,0
39,"1","M","Male",8,33,1,1,0
24,"1","F","Male",2,33,0,1,0
24,"1","M","Male",5,33,0,0,0
45,"1","F","Male",2,33,1,1,1
24,"1","M","Male",2,33,1,0,1
21,"0","F","Male",2,33,1,1,0
24,"1","F","Female",2,0,1,1,0
24,"1","M","Male",2,18,1,0,0
34,"0","M","Male",2,33,1,1,1
24,"0","M","Male",0,0,1,1,1
24,"1","F","Male",2,33,1,1,0
43,"1","F","Male",2,1,1,1,0
24,"0","F","Male",5,6,1,1,0
28,"1","M","Male",2,33,1,1,0
24,"1","F","Male",2,1,1,0,0
44,"0","M","Male",0,33,0,0,0
24,"1","M","Male",2,0,1,0,0
29,"1","F","Female",11,33,1,1,0
24,"0","F","Male",0,33,1,1,1
38,"0","M","Male",2,33,1,1,0
33,"0","F","Male",2,0,1,1,1
33,"0","F","Male",2,0,0,0,1
36,"0","F","Male",5,0,1,0,0
33,"0","F","Female",2,0,1,1,0
28,"0","M","Female",2,1,0,1,1
33,"0","F","Male",2,1,1,1,1
33,"0","F","Female",2,0,1,0,1
47,"0","F","Female",7,1,0,1,1
33,"0","F","Female",16,0,0,0,0
37,"0","F","Male",10,0,1,0,1
33,"0","F","Female",2,0,1,0,0
33,"0","F","Male",0,0,0,1,1
48,"0","F","Female",0,0,0,1,0
28,"0","F","Female",2,0,1,0,1
27,"1","F","Male",0,3,0,0,1
25,"0","F","Male",2,0,0,1,1
24,"0","F","Female",0,0,0,0,1
33,"0","F","Male",2,0,0,1,1
30,"0","F","Male",1,0,0,1,1
33,"0","F","Female",2,0,0,1,1
33,"0","F","Female",0,0,0,0,1
25,"0","F","Female",2,0,0,1,1
33,"0","F","Female",4,0,0,1,1
33,"0","F","Male",2,0,0,1,0
31,"1","F","Female",1,0,0,1,0
41,"0","M","Female",2,0,0,1,1
33,"0","F","Female",2,0,1,1,1
33,"0","F","Male",2,0,0,1,1
29,"0","F","Female",0,0,0,1,1
33,"1","F","Female",2,9,0,1,0
33,"0","F","Female",2,0,1,1,0
33,"0","F","Male",5,2,0,1,1
24,"0","F","Female",0,6,0,0,1
33,"1","F","Female",2,0,0,0,1
33,"1","F","Female",8,1,1,0,0
24,"0","F","Female",2,0,0,1,1
44,"1","M","Female",2,33,1,1,1
50,"0","F","Male",0,0,0,1,0
33,"0","M","Female",0,0,1,1,1
33,"0","F","Male",2,0,0,1,1
33,"0","F","Female",2,1,1,1,1
26,"0","M","Female",1,0,0,0,1
35,"0","M","Female",2,-1,0,0,1
33,"0","F","Female",0,7,1,1,1
33,"0","F","Male",0,1,0,1,1
37,"0","F","Male",2,0,0,1,0
21,"1","F","Male",2,58,0,1,1
33,"0","F","Male",0,0,1,1,1
46,"0","F","Male",0,0,0,0,0
33,"1","F","Female",2,0,0,1,1
37,"0","M","Female",18,1,1,1,0
33,"1","M","Female",2,3,0,1,1
23,"0","F","Male",2,0,0,1,1
33,"0","F","Female",17,15,1,0,0
33,"1","F","Female",3,0,0,1,1
46,"0","F","Female",2,0,0,0,1
33,"1","F","Female",10,0,0,0,1
33,"0","F","Male",0,0,0,1,0
54,"0","M","Female",18,52,0,0,1
50,"0","F","Male",2,0,0,1,0
33,"0","M","Male",2,3,0,0,0
33,"0","M","Female",2,1,1,1,0
29,"0","F","Male",2,0,0,1,0
24,"1","F","Male",2,0,0,1,1
46,"0","F","Male",2,0,1,1,1
33,"1","F","Female",12,0,0,0,1
33,"0","F","Female",4,0,1,1,0
61,"0","F","Male",21,39,1,0,1
48,"0","F","Female",0,1,0,0,1
33,"0","F","Female",2,7,0,1,1
22,"0","F","Female",2,0,0,1,1
28,"1","M","Male",2,0,1,1,1
37,"0","F","Female",3,0,0,0,1
28,"0","M","Male",0,0,0,0,1
31,"0","F","Female",2,0,1,0,1
23,"0","F","Female",0,0,1,1,1
33,"0","F","Female",2,0,0,1,1
48,"0","F","Female",0,1,0,0,1
43,"0","F","Male",2,10,1,1,1
33,"0","F","Female",2,0,0,1,1
33,"0","F","Female",2,0,0,1,1
34,"1","M","Female",2,0,0,1,1
33,"0","M","Male",4,0,0,1,1
33,"0","F","Male",2,0,0,1,1
33,"0","F","Male",2,-1,0,0,1
33,"0","F","Male",0,0,0,1,1
25,"0","F","Male",2,0,1,1,1
23,"0","F","Female",0,0,0,1,1
33,"1","F","Male",2,12,1,1,0
33,"0","M","Female",0,2,0,1,1
33,"0","F","Female",2,0,0,1,1
48,"0","F","Female",2,27,0,0,0
31,"0","F","Male",0,0,0,0,1
33,"0","F","Female",2,0,0,1,1
20,"0","M","Male",0,0,0,1,1
58,"0","F","Male",12,0,1,1,0
33,"1","F","Female",2,0,1,0,1
33,"0","F","Female",2,9,1,1,1
31,"0","F","Male",2,77,0,1,0
36,"0","F","Male",4,0,0,0,1
21,"1","F","Male",1,1,1,0,1
51,"1","F","Male",2,0,1,0,1
21,"1","F","Male",1,0,1,1,1
28,"1","F","Male",1,0,1,1,1
23,"0","F","Male",0,0,1,1,0
64,"1","F","Male",1,0,1,0,1
29,"1","F","Male",5,7,1,1,1
49,"0","M","Male",1,0,1,1,1
21,"1","F","Male",1,4,1,0,1
23,"1","F","Male",0,0,1,1,1
30,"1","M","Male",1,35,0,0,1
21,"1","F","Male",1,7,0,1,1
43,"1","F","Male",0,2,1,0,1
21,"1","F","Male",0,0,1,1,1
21,"1","F","Male",6,0,1,1,1
21,"1","F","Male",1,0,1,1,0
42,"0","F","Male",3,-1,1,1,1
21,"1","M","Male",1,0,0,1,1
21,"1","F","Male",1,1,1,0,0
21,"1","F","Male",1,0,1,1,1
20,"1","F","Male",0,1,0,1,1
21,"1","M","Female",1,0,0,0,1
