population numeric,householdsize numeric,racepctblack numeric,racePctWhite numeric,racePctAsian numeric,racePctHisp numeric,agePct12t21 numeric,agePct12t29 numeric,agePct16t24 numeric,agePct65up numeric,numbUrban numeric,pctUrban numeric,medIncome numeric,pctWWage numeric,pctWFarmSelf numeric,pctWInvInc numeric,pctWSocSec numeric,pctWPubAsst numeric,pctWRetire numeric,medFamInc numeric,perCapInc numeric,whitePerCap numeric,blackPerCap numeric,indianPerCap numeric,AsianPerCap numeric,HispPerCap numeric,NumUnderPov numeric,PctPopUnderPov numeric,PctLess9thGrade numeric,PctNotHSGrad numeric,PctBSorMore numeric,PctUnemployed numeric,PctEmploy numeric,PctEmplManu numeric,PctEmplProfServ numeric,PctOccupManu numeric,PctOccupMgmtProf numeric,MalePctDivorce numeric,MalePctNevMarr numeric,FemalePctDiv numeric,TotalPctDiv numeric,PersPerFam numeric,PctFam2Par numeric,PctKids2Par numeric,PctYoungKids2Par numeric,PctTeen2Par numeric,PctWorkMomYoungKids numeric,PctWorkMom numeric,NumIlleg numeric,PctIlleg numeric,NumImmig numeric,PctImmigRecent numeric,PctImmigRec5 numeric,PctImmigRec8 numeric,PctImmigRec10 numeric,PctRecentImmig numeric,PctRecImmig5 numeric,PctRecImmig8 numeric,PctRecImmig10 numeric,PctSpeakEnglOnly numeric,PctNotSpeakEnglWell numeric,PctLargHouseFam numeric,PctLargHouseOccup numeric,PersPerOccupHous numeric,PersPerOwnOccHous numeric,PersPerRentOccHous numeric,PctPersOwnOccup numeric,PctPersDenseHous numeric,PctHousLess3BR numeric,MedNumBR numeric,HousVacant numeric,PctHousOccup numeric,PctHousOwnOcc numeric,PctVacantBoarded numeric,PctVacMore6Mos numeric,MedYrHousBuilt numeric,PctHousNoPhone numeric,PctWOFullPlumb numeric,OwnOccLowQuart numeric,OwnOccMedVal numeric,OwnOccHiQuart numeric,RentLowQ numeric,RentMedian numeric,RentHighQ numeric,MedRent numeric,MedRentPctHousInc numeric,MedOwnCostPctInc numeric,MedOwnCostPctIncNoMtg numeric,NumInShelters numeric,NumStreet numeric,PctForeignBorn numeric,PctBornSameState numeric,PctSameHouse85 numeric,PctSameCity85 numeric,PctSameState85 numeric,LemasSwornFT numeric,LemasSwFTPerPop numeric,PctUsePubTrans numeric,PolicCars numeric,PolicOperBudg numeric,unrelated_column_one,unrelated_column_two,response
108635,2.77,1.46,85.15,3.72,23.36,13.04,28.88,13.69,11.32,108635,100.0,32895,76.46,1.15,41.63,25.99,7.52,16.7,37558,14647,15586,10548,9018,14024,7419,12016,11.21,9.94,22.05,18.25,6.23,63.89,15.33,18.21,12.69,24.86,10.43,29.37,15.68,13.12,3.2,73.13,69.03,81.29,73.99,60.2,67.47,2453,3.27,18657,23.45,36.61,45.49,56.63,4.03,6.29,7.81,9.73,76.25,7.66,8.85,6.26,2.73,2.68,2.79,50.88,10.22,59.37,2,2773,93.4,51.91,0.87,18.57,1977,2.65,0.56,138900,169500,223400,84500,481,570,664,183,621,30.7,27.2,11.6,134,19,17.17,40.99,30.71,74.85,82.76,36.9,2942.1,2.05,1,1,0
11354,2.35,3.21,93.44,1.78,4.46,10.38,28.69,13.11,12.87,11354,100.0,35989,79.89,0.27,42.09,27.82,3.71,18.48,45050,18629,18700,22238,25000,14185,16828,790,6.99,4.71,18.67,21.15,4.35,68.87,3.06,12.46,5.92,25.31,11.13,37.61,13.07,12.11,2.91,69.84,67.26,75.63,69.91,72.68,75.17,124,1.68,637,16.48,27.94,37.68,49.14,0.92,1.57,2.11,2.76,89.17,1.67,3.82,2.3,2.35,2.35,2.36,56.14,2.59,43.62,3,3973,54.83,56.17,1.51,68.76,1971,2.41,0.25,111300,139700,174700,63400,520,613,706,186,716,27.7,21.4,15.6,0,0,5.61,39.84,44.61,69.47,80.89,6.7,1705.0,6.62,0,0,1
41259,3.09,1.85,76.18,8.19,24.66,16.43,31.71,16.67,6.58,41259,100.0,50945,88.93,0.67,47.82,14.19,4.38,12.71,55735,18924,21210,14383,16836,15495,9719,3165,7.74,9.61,18.32,30.16,4.31,72.01,24.9,20.02,11.77,33.02,7.61,35.45,12.38,10.0,3.4,78.1,73.65,88.88,80.43,62.7,69.58,971,3.41,7897,19.62,30.1,41.65,52.96,3.75,5.76,7.97,10.14,72.74,9.4,9.86,7.79,3.07,3.02,3.16,64.15,9.76,40.9,3,364,97.35,65.21,0.27,10.71,1972,0.88,0.28,200500,255800,296700,96200,636,735,906,270,799,26.7,22.5,10.9,10,0,19.14,45.61,50.98,77.9,88.64,6.8,6042.6,1.35,0,1,1
47039,2.68,1.21,96.78,1.08,2.86,11.77,25.18,11.85,12.85,47039,100.0,39800,78.79,0.28,42.9,28.39,5.68,17.38,44952,17002,17199,9856,19531,13918,9267,2140,4.6,9.07,20.82,20.91,5.31,65.53,20.82,21.68,13.1,27.7,6.97,30.26,9.39,8.24,3.13,81.23,78.97,92.45,83.72,65.28,72.81,812,2.35,5353,9.53,15.58,19.88,24.34,1.08,1.77,2.26,2.77,83.0,3.54,3.75,2.8,2.65,2.87,2.13,76.12,1.33,44.18,3,684,96.25,70.35,1.02,41.37,1959,1.25,0.18,154200,177100,205200,51000,306,523,665,359,603,26.4,21.9,14.3,81,0,11.38,78.14,65.87,89.47,95.26,17.0,2768.9,1.66,0,1,1
30270,2.56,5.97,90.82,2.63,1.65,10.94,25.55,10.35,9.28,28209,93.19,50843,88.27,0.54,57.24,17.44,1.47,13.62,57347,23248,23110,21232,25762,34192,16332,595,1.99,2.69,10.1,37.11,2.55,72.68,14.33,24.19,5.97,40.23,7.53,26.22,10.71,9.21,3.03,84.86,83.56,96.07,80.0,57.23,69.33,112,0.56,1439,9.1,10.08,18.14,24.32,0.43,0.48,0.86,1.16,93.1,0.44,3.31,2.37,2.53,2.62,2.12,84.8,0.64,46.67,3,769,93.9,81.9,0.91,21.07,1983,0.3,0.19,115600,149000,190400,74800,584,654,722,138,758,24.4,22.5,13.5,0,0,4.75,39.49,45.29,68.41,82.68,22.6,1339.6,3.5,0,0,1
44350,2.82,7.95,89.42,1.27,3.86,13.83,31.07,15.22,12.24,43137,97.26,24234,75.09,0.32,42.52,30.0,8.39,23.54,28821,11171,11567,7940,8166,11273,4583,4840,12.06,9.16,25.67,15.43,5.86,55.69,13.4,29.18,12.44,25.84,8.68,35.26,11.8,10.18,3.11,73.08,71.38,78.27,76.92,57.04,66.74,860,2.66,1996,8.07,13.18,18.04,27.0,0.36,0.59,0.81,1.22,90.65,1.14,4.54,3.17,2.55,2.67,2.4,56.03,2.18,44.91,3,907,94.56,53.4,0.77,29.22,1948,5.26,0.6,53300,69200,89700,36400,247,325,393,146,393,27.3,19.2,14.6,3,0,4.5,69.31,49.85,74.2,82.72,77.6,571.3,1.5,0,1,1
11492,4.51,24.67,66.79,0.23,11.9,12.8,38.56,19.29,10.33,0,0.0,19836,68.54,3.74,31.3,41.43,7.24,22.73,26250,6786,8622,3071,8396,5922,4005,776,13.13,14.04,39.3,7.01,8.83,24.93,12.35,20.63,12.98,20.03,15.02,42.22,23.46,19.1,2.98,74.01,68.59,84.14,72.6,75.28,81.25,1003,9.59,351,12.25,25.93,32.76,52.14,0.37,0.79,1.0,1.59,86.92,1.19,3.78,2.47,2.34,2.33,2.36,64.86,3.53,49.65,3,359,87.66,65.22,1.11,62.12,1963,10.26,0.45,26200,38800,53900,27700,140,215,279,139,325,24.8,21.9,13.7,0,0,3.05,75.97,34.42,47.14,92.7,8.5,1349.5,0.0,0,0,1
41688,2.29,6.55,83.45,7.74,2.96,11.44,29.47,13.1,9.57,41688,100.0,32393,83.61,0.37,44.69,19.97,5.93,14.23,38993,16298,17034,12050,7482,14105,12112,2898,7.02,3.77,14.49,21.76,4.58,69.67,31.33,13.48,11.42,28.86,13.63,33.07,17.03,15.35,2.92,69.04,67.8,80.76,72.27,58.67,67.91,638,2.38,3261,12.73,17.82,31.09,39.47,1.0,1.39,2.43,3.09,89.85,1.09,3.38,1.99,2.27,2.53,2.03,53.97,3.76,59.27,2,1024,94.68,48.52,1.27,23.44,1971,3.22,0.12,81900,106300,140100,58200,359,440,531,172,489,24.4,20.0,11.9,94,5,7.82,49.72,43.3,78.74,85.47,16.8,2476.7,5.02,1,1,0
19279,2.5,2.95,88.86,6.05,3.46,14.58,26.91,13.49,13.32,19279,100.0,29426,73.95,0.4,46.22,27.91,5.84,24.72,34883,13233,13634,12932,11560,7844,9898,1492,7.91,3.29,11.75,24.08,6.18,59.56,7.34,23.49,8.79,29.19,10.33,25.28,14.7,12.7,3.0,74.37,73.48,83.52,80.14,62.76,71.33,274,1.96,1223,15.62,23.3,35.0,38.92,0.99,1.48,2.22,2.47,91.14,1.19,3.97,2.67,2.44,2.65,2.22,54.86,3.16,50.66,2,359,95.56,50.45,1.39,12.53,1974,1.88,0.24,60500,71700,88600,28100,327,400,511,184,473,25.9,20.8,12.3,0,0,6.34,41.67,39.2,64.94,80.08,10.5,1840.3,2.35,0,0,1
18074,2.6,4.99,86.37,0.38,1.44,14.21,24.63,11.96,14.03,0,0.0,23810,70.9,0.79,33.53,32.09,5.89,14.34,29560,11783,12430,5510,8357,0,8468,2106,11.89,11.11,29.49,12.41,5.72,57.41,18.23,21.93,18.33,21.64,10.52,21.14,13.71,12.22,3.02,74.91,71.02,82.17,80.92,57.55,65.32,293,1.97,169,4.73,4.73,37.87,42.6,0.04,0.04,0.35,0.4,97.4,0.24,3.7,2.75,2.55,2.55,2.55,71.84,2.46,42.7,3,668,91.23,71.84,5.24,56.29,1963,7.96,0.34,33300,45800,68500,35200,182,240,303,121,333,26.8,21.5,12.9,0,0,0.94,70.67,54.92,80.64,94.12,18.9,957.5,0.05,1,0,1
12267,2.35,0.16,99.34,0.28,0.64,12.11,22.6,12.06,22.02,12267,100.0,18974,61.5,0.46,42.24,46.39,9.57,28.37,26296,10815,10874,2753,0,4703,14714,1477,12.18,16.88,38.75,9.62,7.49,48.58,22.83,22.93,22.89,17.44,7.5,30.88,8.37,7.98,2.97,73.5,71.14,89.9,73.04,55.24,62.32,155,1.49,176,0.0,9.66,18.18,18.18,0.0,0.14,0.26,0.26,90.81,1.17,3.71,2.4,2.32,2.5,2.05,65.09,0.82,39.93,3,417,92.6,60.48,11.27,70.5,1939,2.61,1.31,30900,44000,62700,31800,154,209,268,114,285,26.8,16.0,14.8,0,0,1.43,90.41,70.44,92.47,95.42,3.6,3376.7,2.83,1,0,1
40709,3.03,47.44,50.33,1.32,1.47,13.16,31.68,14.42,10.03,40709,100.0,19955,76.13,1.1,24.37,26.47,13.12,15.0,23685,10726,13795,7615,12315,5220,11288,7269,21.16,11.99,25.12,15.97,4.96,62.3,19.96,30.73,19.5,22.68,10.48,29.12,15.06,12.71,3.13,60.23,55.0,67.48,60.59,59.39,65.97,2759,9.21,772,22.54,33.55,35.75,40.67,0.43,0.64,0.68,0.77,95.27,0.48,4.74,3.35,2.56,2.46,2.62,38.65,3.85,47.25,3,922,93.57,40.15,2.6,39.48,1962,8.31,0.7,39500,55300,77900,38400,153,235,333,180,332,24.9,22.4,13.6,28,0,1.9,61.65,42.74,67.29,73.09,21.8,1868.8,0.17,0,0,0
1585577,2.63,39.86,53.52,2.74,5.63,13.92,28.02,14.12,13.74,1585577,100.0,24603,70.12,0.35,32.15,31.63,13.98,18.2,30140,12091,15027,9061,10146,8285,6053,313374,20.27,11.29,35.69,15.22,9.62,52.77,13.58,29.55,14.13,24.81,10.62,42.11,14.12,12.53,3.26,53.45,47.22,62.33,56.66,54.09,62.23,138864,11.53,104814,16.38,24.3,33.12,42.58,1.08,1.61,2.19,2.81,86.31,2.63,8.48,5.42,2.56,2.75,2.25,66.55,4.69,42.28,3,71824,89.36,61.95,21.96,59.26,1939,4.25,0.88,27900,49400,77100,49200,252,358,483,231,452,29.8,19.3,14.8,3416,1069,6.61,73.58,64.33,88.86,92.65,140.0,11326.0,29.31,0,1,0
84161,2.52,18.21,80.67,0.32,1.06,13.69,26.01,12.77,14.41,84161,100.0,19807,67.99,0.3,31.57,32.7,14.65,19.92,25177,10133,10800,7349,5108,12273,13853,17864,21.86,10.62,32.97,9.67,11.23,50.3,25.35,21.52,22.17,18.9,13.04,30.78,16.69,15.06,3.08,60.64,56.99,63.43,65.15,52.32,59.38,3743,5.23,1881,7.18,8.83,11.43,14.3,0.16,0.2,0.26,0.32,94.1,0.79,5.45,3.55,2.44,2.56,2.29,60.01,1.56,46.63,3,3075,91.58,57.33,4.03,42.76,1943,7.08,0.41,26900,37700,52700,25800,165,233,295,130,298,26.7,16.9,12.4,38,0,2.24,78.22,57.76,90.77,95.19,21.0,4017.0,2.45,1,0,0
25925,2.51,4.6,92.63,1.72,2.0,11.14,31.18,13.86,10.56,25925,100.0,30591,81.43,0.27,48.5,22.76,4.68,18.47,34344,15557,16023,9962,13228,8918,10589,1659,6.68,3.63,11.2,26.55,5.12,69.93,14.9,21.93,9.61,31.3,10.7,34.38,14.26,12.53,2.99,75.93,75.06,82.78,76.76,67.76,75.1,286,1.69,1047,8.98,14.14,24.64,30.47,0.36,0.57,1.0,1.23,93.41,0.8,2.87,1.8,2.39,2.44,2.35,42.77,1.7,57.38,2,1040,90.85,41.88,2.5,44.33,1950,2.85,0.36,110300,137600,168500,58200,390,497,623,233,553,26.4,23.7,13.8,65,0,4.04,32.62,39.91,59.25,64.89,16.2,1602.6,0.99,1,1,0
19971,2.43,0.41,98.44,0.87,0.8,9.93,20.16,9.1,13.07,19971,100.0,53333,79.68,0.96,61.31,24.41,2.71,15.51,65024,30615,30753,28315,0,11880,21912,663,3.34,1.24,4.38,53.71,3.37,69.09,13.17,30.33,3.45,47.57,7.34,27.43,10.71,9.15,2.93,84.49,84.64,93.64,79.48,54.89,67.21,36,0.27,1022,9.69,10.96,17.22,26.03,0.5,0.56,0.88,1.33,94.55,0.22,2.0,1.36,2.41,2.61,1.91,77.68,0.36,34.95,3,511,94.15,71.83,0.78,44.03,1942,0.5,0.22,204700,257200,361100,156400,508,687,909,401,760,24.8,21.6,13.9,19,0,5.12,65.66,66.82,86.17,90.9,4.7,4254.9,6.87,1,0,1
10733,2.52,4.7,94.74,0.35,0.41,13.16,24.8,11.99,17.32,0,0.0,16810,63.09,1.63,31.86,39.39,13.24,15.65,23064,10109,10255,7738,8318,5313,1598,2162,22.25,31.9,43.59,14.98,5.82,45.7,15.18,26.89,13.76,24.74,10.31,29.12,14.13,12.45,2.89,66.1,63.17,73.48,76.31,45.8,62.06,198,1.95,42,0.0,9.52,11.9,35.71,0.0,0.04,0.05,0.14,98.58,0.32,2.91,1.9,2.29,2.36,2.19,58.97,1.39,52.62,2,376,91.88,57.22,0.53,46.01,1959,10.45,0.67,26900,40900,61800,34900,137,197,245,108,247,25.5,16.1,12.1,6,0,0.39,80.01,53.86,86.1,94.01,10.0,1074.2,1.05,1,1,0
78122,2.8,54.99,44.22,0.43,0.83,17.83,30.27,15.79,9.77,78122,100.0,21885,75.12,0.61,25.35,24.18,15.66,14.02,26230,10496,16157,5904,8438,17650,6736,21011,27.52,14.0,33.63,17.83,10.85,55.03,16.04,24.85,16.38,24.26,11.74,35.73,17.3,14.81,3.25,52.66,45.35,53.14,55.34,58.45,67.35,6865,10.59,752,13.83,17.15,28.59,33.11,0.13,0.17,0.28,0.32,96.42,0.5,7.09,5.11,2.69,2.71,2.68,47.41,7.49,47.5,3,2677,91.25,47.16,5.94,30.71,1966,11.68,0.72,40400,56200,80300,39900,138,218,310,172,332,26.8,18.6,13.1,39,0,0.96,76.48,49.34,80.58,90.05,57.5,1359.8,1.76,1,1,0
26303,2.67,0.41,88.97,10.04,3.02,10.57,16.52,7.79,16.87,26303,100.0,79579,79.23,0.86,79.08,29.12,2.84,21.12,86972,37776,39012,9399,62757,28003,23462,319,1.23,1.07,4.3,59.59,2.87,63.88,29.5,31.03,2.12,59.63,5.48,22.63,8.86,7.25,2.94,90.37,89.18,93.08,86.53,61.92,67.39,33,0.17,3459,7.31,11.25,18.68,22.43,0.96,1.48,2.46,2.95,84.56,1.01,2.77,2.23,2.63,2.68,2.29,89.4,1.06,18.14,3,270,97.33,87.83,0.74,25.19,1958,0.0,0.15,500001,500001,500001,0,806,1001,1001,195,1001,23.6,23.3,11.4,8,0,13.15,44.12,68.37,84.79,93.4,6.6,3985.3,1.49,1,1,1
22519,2.78,17.84,80.61,0.74,1.47,13.68,29.77,13.52,7.7,22537,100.0,31448,83.78,1.07,36.9,19.08,5.11,17.56,35198,12556,13615,8097,9576,8062,10655,2175,9.83,5.7,16.7,25.54,4.22,67.32,15.27,24.27,13.39,29.23,8.42,24.87,12.9,10.78,3.16,77.21,75.01,81.77,76.71,61.53,67.8,446,2.84,450,7.33,13.11,16.44,21.56,0.15,0.26,0.33,0.43,95.9,0.64,3.97,3.05,2.73,2.98,2.35,65.22,3.04,39.92,3,731,91.73,59.67,3.28,39.12,1979,6.76,0.73,63100,81000,111600,48500,273,338,413,140,416,24.8,22.1,12.6,0,0,2.0,44.45,35.15,56.5,71.29,14.5,1558.2,0.18,0,1,0
11290,2.56,15.89,83.31,0.42,0.95,12.55,24.93,10.58,9.67,0,0.0,38017,84.28,1.28,46.42,20.53,2.11,16.03,44717,17471,19026,8601,25096,32887,14930,790,7.06,3.3,11.47,35.25,4.13,64.57,13.28,23.73,7.94,36.21,9.33,22.67,12.23,10.84,3.0,80.38,77.5,89.89,73.87,66.85,68.78,129,1.7,142,8.45,24.65,28.87,28.87,0.11,0.31,0.36,0.36,98.26,0.17,3.21,2.38,2.53,2.7,2.12,75.63,1.81,33.3,3,463,90.5,70.85,0.22,42.55,1980,2.81,0.49,61100,76300,99600,38500,300,364,455,155,436,20.5,19.0,11.8,0,0,1.26,59.63,47.23,65.69,83.94,11.4,987.9,0.09,0,0,1
21160,2.79,11.1,83.79,4.57,2.83,11.38,23.62,10.91,12.65,21160,100.0,58194,85.08,1.75,64.95,24.94,2.35,16.17,64920,27093,28517,18729,40576,21945,17816,313,1.49,4.57,12.02,41.42,3.75,67.53,14.49,28.02,6.01,42.09,5.0,27.54,7.81,6.47,3.13,86.47,83.94,96.9,86.91,55.65,65.23,96,0.67,2311,9.91,14.28,21.46,33.58,1.08,1.56,2.34,3.67,85.29,1.53,3.96,3.21,2.77,2.91,2.13,85.73,0.92,25.64,3,198,97.46,81.45,2.53,46.46,1957,0.41,0.28,168700,206900,284900,116200,618,702,813,195,782,23.5,21.1,15.0,0,0,10.92,58.63,70.79,81.71,90.89,9.4,2250.1,7.6,0,1,1
68183,3.01,1.9,94.96,2.66,2.71,14.45,24.87,12.42,10.6,67857,99.52,54053,83.13,0.66,55.44,26.88,3.38,17.24,60714,21882,22043,13085,14323,25028,20620,1618,2.43,4.77,15.09,29.77,4.65,65.6,11.82,23.89,8.56,36.59,4.62,28.96,7.11,5.9,3.34,88.81,86.65,95.31,88.45,51.61,63.71,352,0.74,4759,6.01,8.8,16.2,20.82,0.42,0.61,1.13,1.45,90.98,0.8,5.46,4.41,2.95,3.09,2.19,88.57,0.98,27.7,3,858,96.35,84.63,2.56,39.28,1965,0.36,0.17,146700,187700,259100,112400,404,625,794,390,714,28.1,23.6,15.9,0,0,6.98,55.66,66.86,82.7,89.01,42.6,1600.5,9.72,1,0,1
10511,2.76,11.97,74.43,0.29,31.59,14.73,25.5,11.69,13.39,0,0.0,21049,74.5,3.02,33.22,32.31,7.17,10.22,25904,11174,12548,5150,0,4803,8002,2275,22.09,22.7,40.64,12.4,8.12,57.2,15.27,21.57,21.1,17.42,8.84,25.24,11.14,10.07,3.29,74.23,68.94,82.62,74.2,60.66,67.14,175,1.87,407,12.04,13.27,26.54,39.56,0.47,0.51,1.03,1.53,71.16,4.49,6.5,4.79,2.73,2.66,2.83,60.48,7.94,49.96,3,331,91.99,61.97,4.53,57.4,1960,12.15,1.16,30100,47400,71300,41200,177,236,304,127,317,25.5,20.1,13.7,0,0,3.88,87.16,54.85,90.03,98.19,5.9,1777.9,0.0,0,0,0
37319,2.12,1.04,98.45,0.24,1.5,6.03,11.33,5.33,48.23,33118,88.74,23028,40.42,0.36,59.46,72.15,3.56,45.51,27576,13854,13893,11843,9239,21719,10887,1677,4.57,13.67,38.7,6.95,7.32,28.6,9.52,23.27,12.5,20.26,3.97,14.11,4.76,4.41,2.5,83.83,80.1,94.68,83.88,64.15,74.69,188,0.51,2936,0.37,0.37,1.19,2.76,0.03,0.03,0.09,0.22,87.18,1.6,2.1,1.5,2.09,2.08,2.22,92.72,0.52,74.79,2,2259,88.63,93.14,0.53,60.16,1979,0.81,0.42,84900,103100,123500,38600,356,568,676,320,708,35.1,25.2,15.5,0,0,7.87,59.34,57.2,69.44,91.44,44.4,839.6,1.92,0,0,1
17647,2.56,0.44,89.58,1.39,10.89,14.1,27.35,13.21,12.17,0,0.0,27022,74.87,0.3,40.25,26.92,9.32,15.01,33593,13486,14118,11095,10780,9288,7631,2274,13.21,6.56,18.19,17.65,5.91,60.51,15.49,21.85,13.36,23.78,11.99,28.14,16.77,14.5,3.09,70.26,68.94,71.19,81.92,67.16,69.97,371,2.72,1226,10.44,18.68,25.45,37.77,0.73,1.3,1.77,2.62,89.3,2.51,5.2,3.46,2.5,2.67,2.27,60.74,4.84,50.33,2,282,96.07,56.85,2.13,23.05,1972,6.45,0.46,61700,78500,99300,37600,283,359,439,156,426,26.8,18.5,11.5,58,2,6.95,56.45,42.5,71.65,84.74,8.7,2020.0,0.35,0,0,1
15128,2.71,0.15,97.68,1.74,1.18,14.18,23.6,12.1,10.77,15128,100.0,44735,81.76,0.92,65.17,28.11,2.13,19.02,52077,19096,19118,6536,17182,18579,9008,351,2.32,3.31,10.83,29.54,2.38,69.18,22.59,25.27,8.99,37.39,5.07,26.14,8.51,6.88,3.13,83.29,82.14,93.63,76.39,65.4,76.47,79,0.64,450,4.22,6.22,6.22,14.44,0.13,0.19,0.19,0.43,94.66,0.61,3.19,2.49,2.71,2.93,2.16,77.23,0.72,27.52,3,170,97.04,71.46,0.0,58.24,1966,0.0,0.0,78200,93800,121000,42800,363,466,551,188,515,27.1,17.4,11.7,0,0,2.97,78.64,65.23,91.6,96.05,5.8,2608.5,3.03,1,0,1
186206,2.69,8.56,77.63,1.41,22.51,18.34,35.04,20.23,8.84,186281,100.0,24130,81.61,2.38,35.78,21.22,6.42,10.52,30826,12322,14007,6635,11715,9792,5986,34593,19.56,11.4,24.43,25.96,6.56,61.56,7.97,33.11,10.76,28.0,8.85,35.16,12.98,10.98,3.17,75.0,69.0,83.96,77.33,60.27,68.5,3853,2.96,6123,23.71,30.67,41.24,49.6,0.78,1.01,1.36,1.63,78.78,2.71,6.11,4.06,2.56,2.77,2.3,59.83,6.6,50.91,2,8709,88.81,55.25,4.51,34.95,1968,7.94,0.53,37400,55500,75700,38300,237,316,402,165,381,29.9,20.1,12.6,24,25,3.29,73.75,44.58,73.52,91.34,107.9,1726.3,0.89,1,1,0
11982,2.75,0.06,97.1,1.89,0.47,13.1,26.42,11.07,12.1,11982,100.0,30743,76.38,0.91,55.55,30.54,5.85,16.98,35265,11954,12190,2701,7889,2750,5437,904,7.67,11.74,21.81,10.72,5.09,64.15,33.9,17.89,23.3,17.39,7.11,26.35,7.79,7.47,3.25,81.39,82.08,85.79,79.92,66.75,74.09,136,1.22,137,20.44,25.55,50.36,50.36,0.23,0.29,0.58,0.58,96.77,0.96,5.5,4.05,2.71,2.9,2.24,76.04,2.08,37.79,3,89,98.0,71.0,0.0,37.08,1954,1.6,0.25,43900,55000,68700,24800,224,290,342,118,357,22.7,17.4,13.2,0,0,1.14,91.91,63.66,90.85,97.52,4.9,2456.7,0.81,1,0,1
57287,2.26,14.25,84.1,1.28,0.62,11.96,22.74,10.7,16.39,57287,100.0,23584,66.79,0.25,40.59,34.75,10.33,22.18,32972,16067,17433,7206,14252,27841,12194,10560,18.77,9.19,22.75,28.6,7.34,53.1,8.32,29.09,7.56,36.31,11.93,28.88,15.13,13.72,2.88,63.92,61.37,68.47,68.53,51.36,62.34,2249,4.78,1021,11.07,17.14,22.14,24.49,0.2,0.31,0.39,0.44,95.75,0.41,2.69,1.64,2.21,2.39,1.98,60.01,1.07,50.44,2,2805,90.02,55.46,3.21,48.81,1951,8.29,0.4,43400,66100,96700,53300,166,261,355,189,329,24.7,15.9,11.4,156,14,1.78,77.11,56.53,84.22,90.86,30.5,1876.5,5.26,0,0,0
16685,2.84,1.06,95.97,2.4,1.26,19.78,31.62,20.47,14.06,16223,97.23,38694,77.2,0.09,56.08,33.86,4.25,24.02,45957,16342,16610,17796,0,4583,7015,645,4.39,5.02,16.6,25.56,3.37,64.42,17.23,33.42,10.76,30.01,7.95,27.49,7.61,7.75,3.01,80.61,78.35,91.44,80.94,70.9,75.28,104,0.9,874,26.43,30.21,32.61,34.21,1.38,1.58,1.71,1.79,88.67,0.76,3.23,2.29,2.5,2.67,2.07,76.59,1.09,42.6,3,349,94.4,71.65,1.15,51.58,1955,0.73,0.22,108100,133600,166000,57900,348,465,579,231,536,22.4,19.8,14.0,0,0,5.24,70.94,55.73,67.98,84.73,18.3,909.6,0.9,0,0,1
25083,2.93,1.42,95.27,3.02,1.09,12.98,21.21,10.08,7.84,23649,94.13,69904,90.15,0.66,70.21,16.78,1.63,13.07,75732,28853,28849,21489,58000,31869,21241,451,1.8,1.19,5.62,53.32,2.95,70.48,17.17,29.55,4.38,49.77,4.77,23.49,6.63,5.72,3.22,91.63,90.77,98.03,87.78,53.91,63.87,66,0.39,1454,3.85,11.14,16.78,21.46,0.22,0.65,0.97,1.24,93.03,0.27,3.97,3.33,2.92,3.01,2.27,90.42,0.36,17.79,4,309,96.51,87.68,0.65,26.54,1974,0.23,0.09,173100,216800,274800,101700,691,740,897,206,874,22.8,23.1,13.0,0,0,5.79,36.91,57.42,71.56,77.12,18.6,1349.9,7.7,1,1,1
75695,2.55,38.28,57.57,1.52,3.15,15.71,31.36,16.45,9.94,75695,100.0,24354,79.41,0.62,29.59,22.54,10.45,18.36,29288,12825,16279,7899,7669,12408,10485,13764,18.75,8.6,20.87,23.79,7.33,60.87,12.22,29.83,14.87,30.03,11.16,30.31,15.91,13.7,2.99,62.94,56.08,71.54,61.74,57.46,65.76,3701,6.52,2622,17.05,19.76,26.74,29.1,0.59,0.68,0.93,1.01,92.92,0.74,3.85,2.68,2.47,2.57,2.35,56.3,3.06,44.17,3,2073,93.46,54.17,4.63,32.71,1969,6.64,0.42,49400,67900,94900,45500,212,309,383,171,405,27.2,22.6,14.0,102,29,3.46,55.65,46.81,72.3,78.5,42.1,1799.7,1.22,1,0,0
21044,2.96,40.76,53.02,3.86,13.34,14.03,26.9,13.23,11.04,21044,100.0,41187,85.25,0.11,39.28,25.41,6.29,14.05,47018,16520,17951,15057,8615,14113,13339,1251,5.98,11.62,28.39,17.11,6.38,68.11,18.49,21.73,19.21,22.03,7.02,33.32,10.4,8.82,3.36,75.55,69.03,82.51,80.43,70.77,75.95,805,5.45,4403,8.49,17.03,27.05,36.48,1.78,3.56,5.66,7.63,71.68,6.37,7.8,6.13,2.96,3.08,2.6,77.43,3.95,37.67,3,246,96.66,74.29,1.22,45.53,1945,1.95,0.48,112300,140700,167900,55600,447,548,648,201,633,25.2,24.2,15.2,0,0,20.92,56.0,65.08,80.59,93.17,2.8,7547.0,8.35,0,1,0
