"age","two_year_recid","c_charge_degree","sex","priors_count","length_of_stay","race","unrelated_column_one","unrelated_column_two"
21,"1","M","Male",0,1,0,0,1
27,"1","F","Male",1,2,0,1,0
46,"0","F","Female",0,0,0,1,0
21,"1","M","Male",0,3,0,0,0
24,"0","M","Male",1,0,0,1,0
29,"0","M","Male",11,0,1,1,0
35,"1","M","Male",5,2,1,1,0
25,"0","F","Male",9,1,1,0,0
47,"1","F","Male",0,1,0,1,0
51,"0","M","Male",14,1,1,0,0
30,"1","F","Male",1,1,0,1,1
32,"1","M","Male",0,5,1,1,1
24,"1","M","Female",11,300,1,0,0
22,"0","F","Male",2,2,1,0,1
27,"0","F","Female",0,2,1,1,1
22,"1","F","Male",3,11,1,1,0
29,"1","F","Male",6,12,1,0,0
21,"0","F","Female",0,0,0,1,0
58,"0","F","Male",9,116,0,0,0
20,"0","F","Female",0,0,0,1,0
27,"0","M","Male",0,0,1,1,0
55,"0","F","Male",0,1,1,1,1
23,"1","F","Male",4,41,0,0,0
24,"1","F","Male",1,0,1,0,1
50,"1","M","Male",16,1,0,1,0
34,"1","M","Male",2,1,1,1,1
53,"1","F","Male",4,2,1,0,0
20,"1","M","Male",0,1,1,1,0
30,"0","F","Female",3,1,1,0,0
22,"1","F","Male",0,0,1,0,0
27,"1","F","Male",0,3,0,0,1
31,"0","M","Male",0,0,0,1,0
24,"0","M","Male",1,1,0,1,0
33,"1","F","Male",14,1,1,1,0
57,"0","F","Male",12,0,1,0,1
22,"1","M","Male",0,0,0,1,0
27,"1","M","Male",3,6,1,1,1
31,"1","F","Female",11,85,0,1,0
29,"0","F","Female",1,1,1,1,0
37,"1","M","Male",1,40,0,0,0
25,"1","F","Male",16,2,0,1,1
37,"0","F","Male",0,2,1,0,0
33,"1","F","Female",0,0,1,1,1
24,"0","F","Female",0,0,0,1,1
26,"0","F","Male",6,2,1,1,0
39,"0","M","Male",1,3,0,1,0
39,"1","F","Male",2,0,0,0,1
25,"0","F","Male",2,36,0,1,0
33,"0","M","Female",0,1,0,1,0
23,"0","M","Male",1,38,0,1,0
37,"0","M","Male",1,0,0,1,1
52,"1","F","Male",2,0,0,0,1
40,"1","F","Female",4,6,0,1,0
37,"0","F","Male",9,26,0,1,1
52,"0","M","Male",1,77,0,1,0
24,"1","F","Male",0,7,0,1,0
36,"0","F","Male",4,5,1,0,1
46,"0","F","Male",0,30,1,0,0
39,"1","M","Male",0,0,0,0,1
53,"1","F","Male",0,16,1,0,1
48,"1","F","Male",3,-1,0,0,0
24,"0","F","Male",0,-1,1,0,0
38,"0","M","Male",0,1,0,0,0
21,"1","F","Male",2,0,1,0,0
39,"1","M","Female",1,10,0,1,0
37,"1","M","Male",8,1,0,1,1
21,"0","F","Male",0,2,0,0,1
56,"1","M","Male",1,0,1,0,1
52,"1","F","Male",1,1,0,1,1
59,"0","M","Male",0,2,0,1,0
31,"1","M","Male",0,0,1,1,1
31,"0","F","Male",1,0,1,0,1
33,"0","F","Female",1,92,1,1,0
57,"0","F","Male",23,117,0,0,1
37,"1","F","Male",0,2,0,1,1
32,"0","F","Female",2,1,1,0,1
50,"0","F","Male",0,2,1,1,0
48,"1","F","Male",7,1,0,0,1
27,"1","F","Male",2,7,1,1,1
44,"0","M","Female",1,13,0,0,0
40,"1","F","Male",0,180,1,0,1
25,"1","F","Male",1,2,1,0,0
26,"1","F","Male",2,1,0,1,0
44,"0","F","Male",20,195,0,1,0
26,"1","F","Male",0,1,0,1,1
38,"1","F","Male",0,13,1,0,1
38,"1","F","Male",2,9,0,0,1
36,"0","F","Male",6,214,0,0,0
49,"1","F","Male",2,91,1,0,0
24,"0","F","Male",1,0,0,1,0
30,"0","F","Female",1,172,0,0,1
21,"0","F","Male",0,0,1,1,0
31,"0","M","Female",0,-1,0,1,1
27,"0","F","Male",0,40,1,0,1
27,"1","M","Male",8,0,1,0,0
61,"0","F","Male",0,0,0,1,1
29,"0","F","Male",0,1,1,0,0
24,"0","F","Female",0,27,1,0,1
52,"1","F","Female",0,0,0,0,0
30,"0","F","Male",2,0,1,0,0
31,"1","F","Male",11,44,1,0,1
22,"0","F","Male",3,0,0,0,0
25,"0","F","Male",21,1,1,1,1
31,"0","M","Male",0,0,0,1,0
28,"1","F","Male",3,0,1,0,1
34,"0","F","Female",0,1,1,1,1
43,"0","F","Female",1,29,1,0,1
64,"0","F","Female",3,4,1,1,1
34,"0","F","Male",5,1,1,1,1
29,"0","F","Male",0,1,1,0,0
38,"0","M","Male",0,1,0,0,0
23,"1","F","Male",13,1,1,1,0
35,"1","M","Male",10,0,1,0,1
30,"0","F","Male",21,9,1,0,1
32,"1","M","Male",0,1,1,0,0
42,"1","F","Male",17,32,1,1,1
26,"1","F","Male",9,1,0,1,0
26,"0","F","Male",1,0,0,0,1
49,"0","F","Male",5,1,1,0,1
51,"1","M","Male",3,57,0,0,0
23,"0","F","Male",0,1,0,1,0
47,"0","F","Male",0,17,0,1,0
29,"0","F","Male",1,0,1,0,1
25,"0","M","Male",0,6,1,0,0
60,"1","F","Female",4,1,1,0,0
57,"0","F","Male",0,35,0,1,0
59,"1","F","Male",3,2,0,0,0
25,"1","F","Male",1,58,1,0,1
60,"0","F","Male",1,1,0,1,0
34,"0","M","Male",5,117,1,0,1
52,"0","M","Male",1,42,0,0,0
53,"1","F","Male",13,0,1,0,0
36,"1","M","Male",4,47,1,1,1
37,"0","M","Female",2,0,0,0,1
47,"0","M","Male",0,12,0,0,1
29,"0","M","Male",4,6,0,0,0
31,"1","M","Male",11,0,1,1,0
36,"1","F","Male",3,0,0,0,1
21,"0","F","Male",0,35,1,1,1
22,"0","M","Male",0,1,1,0,1
21,"0","F","Female",1,0,0,1,1
31,"1","F","Female",2,1,1,0,1
45,"0","F","Male",0,35,1,1,1
49,"0","M","Male",0,9,0,0,1
20,"0","M","Male",0,1,0,1,1
44,"1","M","Female",0,0,0,1,1
20,"1","F","Male",0,0,0,0,0
45,"0","M","Male",3,1,0,1,0
40,"0","M","Male",1,0,0,1,1
43,"0","M","Female",0,0,1,0,1
55,"0","F","Male",1,1,1,0,0
29,"0","F","Male",8,1,0,1,0
21,"1","M","Female",0,4,1,0,1
46,"1","M","Male",0,2,0,1,1
28,"0","F","Male",2,1,0,0,1
65,"1","F","Male",3,82,1,0,1
40,"0","F","Female",0,1,0,0,0
27,"1","M","Female",3,43,0,0,1
34,"0","F","Female",7,2,1,1,0
25,"0","F","Male",0,0,1,1,1
56,"0","F","Male",0,0,1,1,0
41,"0","F","Male",13,0,1,1,1
45,"0","F","Male",0,36,1,0,1
28,"0","M","Female",2,0,1,1,0
42,"0","F","Male",0,1,0,0,0
35,"0","F","Male",1,1,0,1,0
21,"0","M","Male",0,2,1,0,0
28,"1","M","Female",0,36,1,1,1
27,"0","F","Male",11,0,1,1,1
54,"0","F","Male",4,32,1,1,0
28,"0","F","Female",2,3,1,1,0
40,"0","F","Male",2,1,1,1,1
36,"1","M","Male",5,1,1,1,1
26,"1","F","Female",4,1,0,1,0
24,"0","F","Male",1,5,0,0,0
25,"0","M","Male",2,0,1,0,1
33,"0","F","Male",3,0,0,1,0
32,"0","F","Male",0,115,1,0,0
20,"0","F","Male",0,1,0,0,1
21,"1","F","Male",0,0,1,1,0
27,"1","F","Male",4,1,0,1,1
25,"1","M","Male",1,1,0,0,0
28,"1","M","Female",20,0,1,0,0
45,"0","M","Female",0,3,0,1,0
31,"0","M","Male",0,1,1,1,0
46,"0","M","Female",8,5,1,0,1
75,"0","F","Female",1,0,1,0,1
29,"1","F","Male",5,1,1,0,1
27,"0","F","Male",3,0,1,1,1
25,"0","F","Female",0,1,1,0,1
44,"0","F","Male",8,0,0,0,0
24,"0","F","Male",12,1,1,1,0
37,"0","F","Male",5,0,1,0,1
45,"0","M","Female",0,0,0,0,0
49,"1","M","Male",2,22,0,0,0
45,"0","F","Male",1,0,0,0,1
31,"0","F","Male",1,1,1,1,1
25,"1","F","Male",5,0,1,0,1
21,"1","F","Male",0,4,1,0,0
38,"1","F","Male",3,10,1,0,0
26,"0","F","Female",0,0,0,1,0
22,"1","F","Male",11,6,1,1,0
24,"1","M","Male",1,0,0,1,1
23,"0","F","Male",13,1,1,0,1
27,"0","F","Female",3,0,1,0,1
27,"1","M","Male",5,0,0,0,1
21,"0","F","Male",2,1,0,1,0
26,"0","M","Male",10,0,0,1,1
37,"0","F","Male",8,19,1,1,0
37,"0","F","Male",1,0,1,1,1
32,"1","M","Female",0,0,1,1,0
30,"1","F","Female",0,243,1,0,0
30,"1","M","Male",5,0,0,1,1
28,"0","M","Female",0,1,0,1,1
28,"1","M","Male",1,5,1,1,1
39,"0","F","Female",1,2,0,1,0
44,"1","F","Female",6,2,0,0,1
29,"1","M","Male",0,3,0,0,1
59,"0","F","Female",1,0,0,1,0
22,"0","F","Male",3,0,0,1,1
24,"1","M","Male",0,3,1,0,1
28,"1","F","Male",6,2,1,1,0
37,"0","M","Male",0,0,0,1,0
25,"1","F","Male",1,0,0,1,0
27,"0","F","Female",1,0,0,0,0
33,"0","M","Male",8,1,0,1,0
28,"0","F","Male",0,5,0,1,0
29,"0","F","Male",2,5,0,1,1
28,"1","F","Male",6,29,1,0,0
25,"0","F","Female",0,1,0,0,1
33,"1","F","Female",3,181,1,1,0
29,"0","F","Male",0,1,1,0,0
31,"0","F","Female",0,0,0,0,1
20,"1","F","Male",3,1,0,1,1
42,"1","F","Male",3,0,0,0,1
37,"1","F","Male",13,1,0,1,0
37,"0","F","Male",1,4,0,1,1
27,"0","M","Female",1,173,1,0,0
52,"0","F","Male",0,1,1,0,1
31,"0","F","Male",0,0,0,1,0
36,"1","F","Male",14,1,0,0,1
28,"1","F","Male",0,2,1,0,0
23,"1","F","Male",0,-1,0,1,0
32,"0","M","Male",0,70,0,1,1
29,"1","F","Male",10,73,1,1,1
33,"1","F","Male",0,2,1,0,0
27,"0","M","Male",13,-1,0,0,0
42,"0","F","Male",2,1,1,0,0
35,"0","M","Male",0,3,1,0,1
35,"0","M","Female",0,1,0,1,1
37,"0","M","Male",1,4,0,1,1
23,"0","F","Male",0,11,0,0,1
27,"0","F","Female",0,2,0,0,0
47,"0","F","Male",9,64,1,0,1
28,"0","F","Male",0,0,1,0,0
40,"1","M","Male",0,1,1,1,1
64,"1","F","Male",2,0,1,0,0
32,"0","F","Male",0,2,1,0,0
22,"0","M","Male",0,4,0,1,0
21,"1","F","Male",11,1,1,1,0
46,"1","M","Male",6,0,1,1,0
37,"1","M","Male",4,75,1,1,1
26,"0","F","Male",22,1,0,1,1
50,"0","F","Female",1,1,1,1,0
37,"0","M","Male",5,0,0,0,0
34,"0","F","Male",5,1,0,0,0
21,"1","M","Male",0,0,0,1,0
27,"1","M","Male",2,0,0,1,1
23,"0","M","Male",1,0,0,1,0
35,"1","F","Male",1,0,0,0,1
28,"1","F","Female",0,17,0,1,0
20,"1","F","Male",9,-1,1,0,1
55,"1","F","Male",0,1,0,0,0
28,"1","F","Male",0,9,1,0,1
57,"0","M","Male",1,19,1,0,1
28,"0","F","Female",0,0,0,0,1
37,"1","F","Male",4,1,0,0,1
41,"1","M","Male",4,2,1,0,1
20,"0","F","Male",3,5,1,1,1
30,"1","F","Male",1,0,1,0,0
74,"0","F","Female",1,13,1,0,1
26,"1","F","Male",8,1,0,1,0
28,"1","F","Male",5,1,1,1,1
36,"1","F","Male",0,0,0,0,0
37,"1","M","Female",2,0,0,1,0
28,"0","F","Male",4,0,1,0,1
26,"0","M","Male",0,2,1,1,1
22,"1","M","Male",2,1,1,0,1
40,"0","F","Male",20,2,1,1,1
30,"1","F","Male",0,1,1,0,1
24,"1","M","Male",0,1,0,0,0
34,"0","F","Male",0,1,0,1,0
19,"1","M","Male",0,3,0,1,0
22,"0","F","Female",2,120,0,0,0
39,"0","F","Male",1,0,0,0,0
61,"0","F","Male",0,0,0,1,1
24,"0","F","Female",0,15,0,0,1
42,"1","M","Male",0,4,0,0,0
70,"0","F","Male",0,0,0,0,1
34,"1","F","Male",14,108,1,1,0
40,"1","M","Male",4,69,1,1,1
30,"0","F","Male",6,29,1,0,1
27,"1","F","Male",4,34,1,0,0
55,"0","M","Male",3,1,1,1,1
24,"0","F","Male",1,1,0,0,0
34,"1","M","Male",1,6,1,1,1
29,"1","F","Male",0,1,1,1,0
23,"0","F","Male",1,1,1,1,1
30,"0","F","Male",7,0,0,1,1
25,"0","M","Male",0,3,1,0,1
24,"0","F","Female",7,0,0,1,1
41,"1","F","Male",8,1,0,1,0
29,"1","M","Female",0,0,0,1,1
35,"1","M","Male",1,1,1,0,0
26,"0","M","Female",3,1,0,0,0
22,"0","F","Male",0,1,1,0,1
36,"1","M","Male",1,57,1,1,1
46,"1","F","Male",0,0,1,0,1
31,"1","M","Male",2,15,0,0,0
22,"0","F","Male",1,1,1,1,0
47,"0","F","Male",1,0,0,1,0
30,"0","F","Male",10,1,1,0,1
28,"0","F","Female",0,29,1,0,1
35,"0","M","Female",1,4,1,0,0
22,"1","F","Male",4,260,1,0,1
27,"0","M","Female",4,118,1,0,1
56,"0","M","Male",3,0,0,0,1
25,"0","F","Male",4,183,0,0,1
30,"0","M","Male",1,1,1,0,1
38,"0","F","Female",0,0,1,0,1
45,"0","F","Male",0,0,0,1,1
29,"0","F","Male",0,0,1,1,0
33,"1","M","Male",3,1,0,0,1
24,"0","F","Female",0,0,0,1,1
33,"1","F","Male",3,0,1,1,0
24,"0","F","Male",1,34,0,1,1
27,"1","F","Female",3,530,0,1,0
30,"1","F","Male",17,1,1,0,1
23,"0","F","Male",0,1,1,1,1
27,"1","F","Male",3,1,0,1,1
24,"1","M","Female",0,1,1,0,1
48,"1","M","Male",0,1,0,0,1
25,"0","F","Male",0,1,0,0,0
23,"0","F","Male",0,1,1,1,0
26,"1","M","Male",9,2,1,0,1
37,"1","M","Male",0,0,1,0,0
63,"0","M","Male",0,1,1,1,0
28,"1","F","Male",19,0,1,0,1
47,"0","M","Female",0,2,0,1,1
44,"1","F","Male",0,0,0,1,1
31,"1","M","Male",17,1,0,1,0
22,"0","F","Male",1,1,0,0,1
55,"1","M","Male",2,0,0,1,1
46,"1","F","Male",2,0,1,1,0
36,"1","M","Male",2,0,0,0,0
43,"1","M","Male",22,28,0,0,0
54,"0","M","Male",0,0,0,1,1
30,"0","M","Male",2,21,0,0,1
26,"0","M","Male",7,7,0,0,0
27,"1","F","Male",0,1,0,0,0
53,"1","F","Male",1,0,0,0,1
23,"1","F","Male",6,1,1,1,1
22,"1","F","Male",4,1,1,1,1
23,"0","F","Male",8,40,0,1,0
20,"1","M","Male",1,1,0,1,1
27,"0","M","Male",0,3,1,0,1
37,"0","F","Male",0,0,0,1,0
21,"0","M","Male",0,1,0,1,0
20,"0","F","Female",0,0,1,1,0
62,"0","M","Male",0,1,0,1,1
20,"1","F","Male",2,1,0,1,0
44,"1","M","Male",1,0,1,1,0
39,"1","M","Male",0,23,0,1,0
49,"1","F","Male",3,0,1,0,0
23,"0","F","Male",0,8,0,1,1
30,"1","F","Male",2,1,0,0,0
28,"1","F","Female",1,8,1,1,1
21,"1","M","Male",0,34,0,0,0
58,"1","F","Female",12,0,0,0,1
25,"1","F","Female",1,0,0,1,1
25,"1","M","Male",1,28,1,0,0
21,"0","M","Male",1,0,1,1,0
20,"0","F","Male",0,0,1,0,0
40,"0","M","Female",0,0,0,0,1
29,"0","M","Female",0,28,0,1,1
46,"0","M","Male",0,0,1,1,1
29,"1","F","Male",4,1,1,0,1
27,"0","M","Male",1,0,1,0,1
28,"1","M","Female",0,1,1,0,1
36,"1","F","Male",5,0,1,1,0
21,"1","M","Male",0,1,1,0,1
24,"0","F","Male",2,6,1,0,0
24,"1","F","Male",12,1,0,1,0
21,"0","F","Male",1,0,1,0,1
32,"1","F","Male",5,6,0,1,1
22,"1","M","Male",1,0,1,0,1
25,"0","F","Male",1,0,1,0,0
35,"0","M","Male",1,117,0,1,0
32,"0","M","Female",9,1,1,0,0
24,"0","F","Male",0,1,0,1,0
22,"0","F","Male",1,5,0,0,0
25,"1","F","Male",4,22,1,0,1
25,"1","M","Male",0,127,1,0,0
45,"0","M","Female",1,27,0,0,0
33,"1","F","Male",0,3,1,0,1
19,"1","F","Female",0,0,1,1,1
27,"0","M","Male",0,1,1,0,1
33,"1","F","Male",1,3,1,0,1
29,"0","F","Female",2,10,1,0,0
31,"1","F","Male",0,0,0,1,1
42,"0","M","Female",0,1,1,0,0
45,"0","F","Male",8,74,0,1,0
44,"0","F","Female",8,1,1,0,1
35,"0","F","Female",0,0,0,0,0
29,"0","M","Male",0,0,1,0,0
26,"0","F","Male",2,0,0,1,0
28,"0","F","Female",0,51,0,1,1
34,"1","F","Male",5,4,0,0,0
21,"1","M","Female",3,1,1,0,0
57,"0","F","Male",8,68,0,0,0
26,"1","M","Female",2,0,0,0,0
74,"0","M","Male",2,3,0,0,1
59,"0","F","Male",1,1,0,1,0
72,"0","F","Male",1,6,1,0,1
23,"0","F","Male",2,0,1,1,0
23,"0","M","Male",2,0,0,0,1
39,"1","F","Female",3,0,1,1,1
29,"0","F","Male",0,0,1,0,0
23,"0","F","Male",0,2,1,1,0
52,"0","F","Female",0,0,1,0,1
24,"0","F","Male",0,0,1,0,1
30,"0","F","Male",2,9,1,1,0
24,"1","F","Male",4,1,0,0,0
30,"1","M","Male",0,1,1,1,1
51,"0","M","Male",0,97,0,0,0
45,"0","F","Male",5,13,0,1,1
21,"1","F","Male",5,12,0,1,0
21,"0","F","Male",0,0,0,0,1
30,"1","F","Male",21,84,1,1,1
29,"0","F","Male",2,0,1,1,1
20,"1","F","Male",28,1,1,1,1
38,"0","M","Female",0,1,1,0,0
36,"1","M","Female",0,0,0,0,0
51,"0","F","Male",0,2,0,0,0
51,"0","M","Male",2,0,1,0,1
24,"1","F","Male",2,22,1,1,0
32,"1","F","Male",0,34,1,0,0
21,"0","M","Male",2,0,1,0,0
43,"0","M","Female",0,0,0,0,0
42,"0","F","Male",2,1,1,0,0
41,"1","F","Female",13,2,0,0,1
27,"1","M","Male",13,38,1,0,1
24,"0","M","Male",2,8,0,0,0
22,"1","F","Male",2,2,0,0,0
24,"0","F","Male",4,1,1,1,0
64,"0","M","Male",0,1,1,0,0
20,"1","F","Female",4,1,0,1,1
48,"1","M","Male",2,0,1,1,1
21,"0","M","Male",0,1,0,1,0
34,"0","M","Female",4,0,0,0,0
29,"1","F","Male",3,0,1,1,0
27,"1","M","Male",1,24,0,1,1
31,"0","M","Male",0,1,0,1,0
38,"1","F","Male",9,0,1,0,1
24,"1","F","Male",0,57,1,0,0
23,"0","F","Male",2,1,1,1,1
61,"1","M","Male",5,0,0,0,1
57,"0","M","Male",19,0,1,0,1
31,"1","M","Female",0,1,0,1,1
33,"0","F","Male",1,1,0,1,0
26,"0","M","Male",0,4,0,1,1
52,"0","F","Male",0,0,1,0,0
26,"0","M","Female",5,1,1,0,1
41,"0","F","Female",4,29,0,0,1
26,"1","F","Male",0,5,1,0,0
28,"0","M","Male",5,0,0,1,0
26,"1","F","Female",2,7,0,1,1
58,"1","F","Male",1,241,0,0,0
48,"0","F","Male",2,28,0,1,1
30,"0","F","Male",4,0,0,0,1
52,"0","F","Male",0,0,0,1,0
54,"0","M","Male",2,-1,0,0,1
26,"0","F","Male",19,121,1,0,0
27,"1","F","Male",13,5,1,0,0
20,"1","F","Male",19,35,0,0,0
39,"0","M","Male",0,13,1,0,0
29,"1","F","Male",1,25,1,1,0
22,"0","M","Male",0,1,1,0,1
29,"0","F","Male",0,33,1,1,0
53,"0","F","Male",4,1,0,0,1
57,"0","F","Male",2,25,0,0,1
53,"1","M","Female",8,3,1,0,1
39,"0","F","Male",1,0,0,0,1
42,"1","M","Male",2,0,0,0,0
21,"0","M","Male",1,1,0,1,0
27,"1","F","Male",2,0,1,0,0
40,"0","M","Male",0,21,0,0,1
34,"0","F","Female",0,1,0,1,0
37,"1","M","Male",0,12,1,1,0
25,"0","M","Male",0,1,1,1,0
23,"0","F","Male",2,0,1,0,0
35,"1","F","Male",20,0,1,0,0
21,"1","M","Male",5,0,0,1,0
27,"1","F","Male",3,0,1,1,0
25,"0","F","Male",10,1,1,0,0
43,"0","F","Male",1,0,1,1,1
23,"0","F","Male",0,3,0,1,0
23,"1","M","Male",0,237,1,0,1
44,"0","F","Male",1,0,0,0,0
57,"0","F","Male",1,2,0,0,1
55,"0","M","Male",0,1,0,0,1
35,"0","F","Female",4,0,1,1,1
36,"1","F","Male",0,1,1,0,1
34,"1","M","Male",2,1,1,0,1
24,"1","F","Female",0,2,0,1,1
23,"0","F","Male",0,27,1,0,0
40,"0","F","Female",1,0,1,1,1
50,"0","F","Female",0,1,1,1,1
27,"0","M","Male",4,50,0,1,0
43,"0","F","Female",2,0,0,1,0
25,"1","F","Male",21,1,0,1,0
44,"0","F","Male",20,1,1,1,1
27,"1","F","Male",3,0,1,1,1
51,"0","M","Male",0,1,0,1,0
43,"0","M","Male",0,1,0,0,0
42,"0","F","Male",0,1,0,1,1
44,"0","M","Male",0,9,1,1,0
24,"0","M","Male",1,1,1,1,0
53,"1","M","Female",30,0,0,0,1
54,"0","M","Male",1,151,0,1,1
20,"1","M","Male",0,0,1,0,1
59,"1","M","Male",4,57,0,1,1
24,"0","F","Male",0,1,1,0,0
20,"1","F","Male",1,123,0,1,1
30,"1","F","Female",1,12,1,0,0
43,"0","F","Male",4,6,0,0,1
50,"1","M","Male",0,92,0,1,0
22,"0","F","Female",1,2,1,1,1
25,"0","M","Male",3,2,1,0,1
51,"0","F","Male",1,0,0,0,1
44,"0","F","Male",0,0,0,0,1
39,"0","F","Male",1,1,1,1,1
24,"1","F","Male",17,-1,1,1,0
50,"1","F","Male",2,33,0,0,0
34,"1","F","Male",2,9,0,1,1
21,"1","F","Male",3,1,0,0,0
44,"0","F","Male",9,5,0,1,1
27,"1","F","Male",0,0,1,1,1
35,"1","F","Male",4,0,0,1,0
35,"0","M","Male",1,30,0,1,1
35,"0","F","Female",1,0,0,0,1
54,"1","F","Male",0,3,0,1,0
37,"1","M","Male",4,0,1,0,0
22,"0","M","Male",1,0,0,1,0
61,"0","F","Male",0,177,0,1,1
51,"0","M","Female",0,7,0,1,0
43,"1","F","Male",11,76,0,1,1
25,"0","F","Male",0,34,1,1,1
41,"0","M","Male",5,0,0,1,1
27,"0","M","Male",0,0,0,0,0
28,"0","F","Male",2,19,1,0,0
26,"0","F","Female",1,0,0,0,0
20,"1","F","Male",2,6,1,1,1
43,"0","M","Female",0,0,1,0,0
21,"0","F","Female",0,0,1,0,1
47,"0","M","Male",0,0,0,0,1
38,"0","F","Male",0,2,0,1,0
20,"1","F","Male",9,1,0,0,1
28,"0","F","Male",0,0,1,1,0
57,"0","F","Male",0,5,0,1,0
21,"1","F","Male",1,0,0,0,0
26,"0","M","Female",2,0,1,0,1
59,"0","F","Male",2,1,1,0,1
23,"0","F","Female",1,0,1,0,1
33,"1","F","Male",4,1,0,1,0
21,"0","F","Female",0,0,1,1,0
21,"1","F","Male",0,1,1,0,0
39,"1","F","Female",3,0,1,1,1
53,"0","M","Male",0,0,0,1,1
24,"1","F","Female",0,5,0,0,0
47,"0","M","Female",0,0,0,1,0
22,"1","F","Male",0,0,0,1,0
31,"1","F","Male",5,1,1,0,0
48,"1","M","Male",1,0,0,1,0
46,"0","F","Female",14,0,0,0,1
21,"1","F","Male",23,70,1,0,0
31,"0","F","Male",0,0,1,1,0
24,"1","M","Male",0,259,1,1,0
27,"0","F","Male",0,1,1,1,0
55,"0","M","Female",0,-1,1,0,1
57,"1","F","Male",0,5,1,1,0
31,"1","F","Male",9,0,0,1,0
30,"0","F","Male",3,7,0,1,0
35,"0","M","Male",1,4,1,0,0
20,"1","M","Male",6,0,1,1,0
30,"1","M","Female",13,0,0,0,1
48,"0","M","Male",0,1,1,1,1
47,"0","M","Female",4,0,0,1,0
30,"1","F","Male",7,13,0,1,1
24,"1","F","Male",0,44,0,1,0
52,"1","M","Male",7,0,1,0,1
26,"1","F","Male",5,1,1,0,1
28,"0","F","Male",1,1,1,0,1
43,"0","M","Male",1,1,0,1,0
22,"0","F","Male",0,0,0,1,0
28,"0","F","Female",1,0,1,1,1
22,"1","M","Female",1,0,0,1,1
37,"0","F","Male",0,1,0,0,1
34,"0","F","Male",1,2,0,1,0
60,"0","F","Male",0,35,0,0,1
23,"1","F","Male",2,6,1,1,1
31,"0","F","Male",2,-1,1,0,1
36,"0","F","Male",2,1,0,1,1
25,"1","F","Male",0,2,1,1,1
40,"0","F","Male",0,1,0,0,0
48,"1","F","Male",11,0,1,1,1
35,"1","F","Male",8,0,1,0,1
32,"0","M","Female",0,71,0,0,1
25,"1","M","Female",6,1,0,1,1
28,"0","M","Male",1,1,0,1,0
25,"1","F","Male",11,333,1,1,0
37,"0","M","Male",0,2,0,1,0
31,"1","F","Male",0,0,0,1,0
31,"1","F","Male",1,3,0,1,0
60,"0","M","Male",13,1,0,1,0
35,"0","M","Male",0,28,0,1,0
29,"0","M","Female",0,0,0,0,1
23,"0","M","Female",1,0,1,0,0
22,"1","F","Male",1,4,0,1,1
22,"1","F","Male",3,1,1,0,1
23,"1","F","Male",3,61,1,0,0
50,"0","F","Male",2,1,0,1,0
33,"0","F","Male",0,0,0,1,1
29,"1","F","Male",0,243,0,1,1
29,"1","F","Male",2,1,1,1,0
34,"1","F","Male",4,0,0,0,0
25,"1","M","Male",1,0,0,1,0
27,"1","M","Male",12,3,1,0,1
27,"1","F","Male",1,1,0,1,1
25,"1","M","Male",0,35,0,0,1
23,"0","F","Male",13,1,1,0,1
50,"0","M","Male",1,0,0,0,1
26,"1","M","Female",6,0,0,1,0
26,"1","F","Male",17,5,1,1,0
45,"0","M","Male",1,2,0,0,1
22,"1","M","Male",4,21,1,0,0
26,"0","F","Male",2,2,0,1,1
40,"0","F","Male",1,0,0,0,1
48,"0","M","Male",0,1,1,1,0
25,"0","M","Male",0,0,1,0,1
44,"0","M","Male",28,33,1,0,1
27,"1","F","Male",2,0,0,0,0
21,"1","M","Male",0,10,1,1,0
33,"1","F","Male",14,2,0,0,0
22,"0","F","Female",0,1,0,0,1
24,"1","M","Female",0,6,0,0,0
23,"1","F","Male",1,0,0,1,0
47,"1","M","Male",14,3,1,1,1
24,"1","M","Male",16,12,1,0,0
31,"0","F","Female",1,0,1,1,1
23,"1","F","Male",9,1,1,0,1
31,"1","F","Male",7,3,1,0,0
22,"1","F","Male",0,3,0,0,1
21,"0","F","Male",8,0,0,0,0
23,"1","M","Male",0,0,1,0,1
32,"0","F","Male",4,0,1,0,1
61,"0","M","Male",0,2,0,1,1
31,"0","F","Male",1,1,1,1,0
27,"0","F","Male",0,0,0,0,0
26,"1","F","Male",8,0,0,1,0
52,"1","F","Male",0,1,0,1,1
31,"0","F","Male",2,0,1,0,1
22,"0","F","Female",1,1,0,1,1
44,"1","F","Male",6,194,1,0,1
26,"0","F","Male",0,1,1,1,1
35,"0","M","Male",0,2,1,0,1
22,"0","F","Male",0,1,1,1,0
23,"0","F","Male",5,42,1,1,0
50,"0","M","Female",15,1,1,1,0
28,"0","F","Male",0,1,0,1,1
24,"1","F","Female",8,49,1,1,0
32,"0","F","Female",0,29,1,0,1
25,"1","F","Male",0,1,1,0,0
49,"0","F","Female",1,1,1,0,1
59,"0","F","Male",2,-1,0,1,0
43,"1","F","Male",3,17,1,0,1
32,"0","F","Male",20,0,0,0,0
43,"0","M","Male",3,1,1,1,1
25,"1","M","Male",5,1,0,0,1
45,"1","F","Male",7,-1,1,1,0
35,"1","F","Male",0,353,0,0,1
61,"0","F","Female",1,1,0,1,0
42,"0","F","Male",1,2,0,1,0
20,"1","F","Male",4,198,1,1,1
46,"0","F","Male",3,0,1,0,1
29,"0","F","Female",5,0,1,1,1
