age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,response
36,0,M,1,Male,0,2,1
40,0,M,0,Male,0,-1,1
38,0,M,1,Female,0,0,1
48,0,F,1,Female,1,0,1
25,0,M,1,Male,0,0,1
36,1,F,0,Male,1,106,1
34,0,M,1,Male,8,1,1
30,0,F,1,Male,4,-1,1
30,1,F,1,Male,3,0,1
38,0,F,0,Male,0,0,1
25,1,F,0,Male,7,43,0
49,0,F,0,Female,3,0,1
33,1,M,1,Male,1,1,1
31,0,F,0,Male,3,0,1
28,0,F,1,Male,3,0,1
55,0,F,0,Male,4,5,1
35,1,F,0,Male,0,40,1
53,0,F,0,Male,4,-1,1
21,1,F,0,Male,0,28,1
42,0,M,0,Male,1,2,1
32,1,F,1,Male,8,2,0
32,0,M,1,Female,0,0,1
45,0,M,0,Male,1,26,1
32,0,F,1,Male,4,0,1
58,1,M,0,Male,2,83,1
35,0,F,0,Male,0,2,1
37,1,F,1,Male,8,1,1
21,1,F,1,Male,0,1,1
27,1,F,1,Male,3,9,0
21,1,F,0,Male,0,0,0
40,1,M,1,Male,8,0,1
29,0,F,0,Male,3,177,1
21,0,F,1,Male,0,1,1
31,1,F,0,Male,5,1,1
28,0,F,1,Female,0,0,1
32,0,F,1,Male,0,1,1
38,1,F,1,Male,1,7,1
30,1,F,1,Male,18,61,0
26,1,F,1,Male,9,11,1
26,0,M,0,Male,1,1,1
32,1,F,0,Female,0,0,1
30,0,F,0,Male,0,0,1
26,0,M,0,Female,1,1,1
29,1,F,1,Male,13,1,0
25,1,F,1,Male,4,86,0
27,1,F,1,Male,11,223,0
21,1,M,1,Male,0,0,0
46,1,F,0,Male,2,0,1
35,1,F,1,Female,6,1,1
25,1,M,1,Male,8,1,0
25,0,M,0,Male,0,0,1
43,0,F,0,Male,2,1,1
29,0,F,1,Male,0,0,1
37,0,F,1,Male,2,0,1
34,0,F,1,Female,0,0,1
24,0,M,0,Male,2,15,1
26,1,F,1,Male,4,1,1
33,0,F,1,Male,8,1,1
28,1,F,1,Male,8,20,0
55,0,F,1,Male,1,9,1
30,0,M,0,Male,1,3,1
26,0,M,1,Male,2,0,1
49,0,M,1,Male,1,1,1
47,0,M,0,Female,0,1,1
34,1,F,0,Female,0,62,1
31,0,F,1,Male,5,2,1
31,0,M,0,Male,7,1,1
30,1,F,1,Male,14,64,0
27,0,F,1,Male,11,3,0
30,1,F,1,Male,11,1,1
23,0,F,1,Female,1,1,0
41,0,M,0,Male,2,1,1
21,1,F,1,Male,1,0,1
26,0,F,0,Female,1,8,1
24,1,M,0,Male,3,8,0
51,0,F,0,Female,0,1,1
30,1,M,0,Male,6,0,1
30,0,F,0,Male,0,0,1
24,1,F,1,Female,2,1,1
27,1,F,1,Male,5,0,0
23,1,F,1,Male,1,0,1
27,1,M,1,Male,0,2,1
24,1,M,1,Male,9,3,0
31,0,F,1,Male,0,0,1
25,0,F,0,Male,0,0,1
35,1,F,1,Male,5,225,1
31,1,F,1,Male,7,3,1
45,0,F,1,Female,2,11,1
32,1,F,0,Female,6,8,1
32,0,F,0,Male,7,1,1
53,1,M,0,Male,1,4,1
38,0,F,0,Male,5,1,1
28,1,F,0,Male,1,1,1
32,0,M,0,Female,0,1,1
29,0,F,1,Male,0,0,1
35,0,F,0,Male,2,13,1
38,0,F,1,Male,3,1,1
32,0,F,0,Male,8,2,1
22,1,M,0,Male,0,1,1
25,0,F,0,Male,1,-1,1
34,0,F,0,Male,0,28,1
27,1,F,1,Male,13,0,0
36,0,M,0,Female,1,0,1
27,0,F,1,Male,1,3,1
28,0,F,0,Male,0,0,1
25,1,M,0,Male,2,1,1
31,0,F,0,Male,0,2,1
25,1,F,1,Male,8,29,1
55,0,M,0,Male,0,0,1
30,1,M,1,Female,0,0,1
24,0,M,0,Male,1,1,1
53,0,M,0,Male,0,1,1
31,1,F,0,Male,13,471,0
48,0,M,0,Male,1,1,1
24,1,F,1,Male,0,1,0
37,0,F,1,Male,0,0,0
37,1,M,1,Male,12,0,0
39,0,M,1,Male,0,1,1
26,1,F,1,Male,6,18,0
37,0,M,0,Male,2,1,1
38,0,M,0,Male,2,28,1
31,0,F,1,Female,0,1,1
61,0,F,0,Female,15,0,1
24,0,M,1,Male,0,0,1
31,0,F,1,Male,2,2,1
20,1,F,0,Male,0,0,1
23,0,F,1,Male,1,0,1
22,0,F,1,Female,0,1,1
48,1,F,1,Male,2,1,1
24,1,M,0,Male,3,1,0
29,1,F,1,Male,6,0,0
30,1,F,0,Female,3,0,1
34,0,F,1,Male,0,-1,1
23,1,M,0,Male,0,1,1
25,1,F,1,Male,4,0,0
66,0,F,1,Male,3,2,1
40,0,M,0,Male,1,1,1
24,1,F,1,Male,4,1,1
36,0,F,1,Male,0,280,1
38,0,F,0,Male,3,0,1
59,0,F,1,Male,1,0,1
30,1,F,1,Male,2,1,1
48,0,M,1,Male,0,1,1
24,1,M,1,Female,1,0,1
35,1,F,1,Male,1,1,1
24,1,M,1,Male,1,1,1
21,0,F,1,Male,1,8,0
23,1,F,1,Male,0,0,1
36,0,F,1,Male,11,0,1
23,0,F,1,Male,1,2,0
24,1,F,1,Female,6,26,0
30,1,M,0,Male,0,1,1
30,0,F,1,Male,0,1,1
36,0,F,1,Male,2,0,1
36,0,F,0,Male,1,1,1
24,0,F,1,Male,0,0,1
33,1,M,0,Male,3,11,1
37,1,F,0,Male,6,23,1
25,1,F,1,Male,4,32,1
35,0,F,1,Male,9,1,1
28,0,M,1,Male,1,1,1
23,0,M,1,Male,3,6,1
30,1,F,1,Male,5,2,0
28,0,M,1,Male,0,5,1
27,0,F,0,Male,0,8,1
26,0,F,1,Male,0,1,1
26,0,M,0,Male,0,0,1
24,1,M,1,Male,0,1,1
27,1,M,1,Female,3,0,1
21,1,M,0,Male,0,0,1
31,1,M,1,Male,11,1,1
25,1,F,1,Male,4,0,0
31,1,F,0,Male,9,470,1
74,0,F,0,Male,2,9,1
29,1,M,0,Male,2,0,1
29,0,F,1,Female,11,0,0
21,0,M,1,Female,0,1,1
36,1,F,0,Female,3,1,1
49,0,F,0,Female,0,0,1
26,0,M,1,Female,1,0,1
24,1,M,0,Male,3,3,0
30,0,F,1,Male,0,1,1
58,0,M,0,Male,1,2,1
20,0,F,1,Male,0,0,1
38,1,F,1,Female,14,4,0
24,1,F,1,Female,1,0,1
35,0,F,1,Male,2,5,1
47,1,F,0,Female,1,14,1
58,1,F,1,Male,10,1,1
26,0,M,0,Male,0,0,1
64,1,F,1,Male,13,1,1
58,0,M,0,Female,0,0,1
64,1,M,1,Female,1,0,1
31,1,M,0,Male,9,1,0
45,0,M,0,Male,0,-1,1
33,1,M,1,Male,0,1,0
23,1,F,1,Male,8,2,0
40,0,F,1,Male,1,1,1
44,0,F,1,Male,7,24,1
22,1,F,1,Male,1,103,0
49,1,M,0,Female,2,11,1
63,0,M,0,Male,0,0,1
32,0,F,0,Male,3,86,1
21,1,F,0,Male,0,0,1
27,1,M,0,Male,0,0,1
47,0,M,0,Male,0,1,1
31,1,F,1,Female,7,1,1
27,1,F,1,Male,1,1,1
39,0,M,0,Male,2,2,1
40,0,M,0,Male,2,1,1
32,0,F,0,Male,6,0,0
42,0,M,0,Female,0,0,1
23,1,F,1,Male,1,120,1
26,1,F,1,Male,6,2,1
34,0,F,1,Male,0,1,1
47,1,F,1,Male,4,64,0
40,0,F,0,Female,0,1,1
59,0,M,0,Male,0,0,1
34,1,M,0,Male,3,1,1
30,1,F,1,Male,5,1,1
29,0,F,0,Female,0,47,1
29,0,M,0,Male,0,0,1
41,0,F,0,Male,0,1,1
51,1,F,0,Male,3,13,1
44,1,M,0,Female,0,0,1
33,1,F,1,Male,18,1,0
27,1,M,0,Female,0,0,0
56,0,F,0,Male,1,0,1
28,0,F,1,Male,5,136,0
32,0,F,0,Female,1,2,1
20,1,F,1,Male,0,1,1
42,0,F,1,Female,1,-1,1
20,1,F,1,Female,1,3,0
24,0,M,0,Male,0,0,1
21,0,F,1,Female,0,77,0
28,0,F,0,Male,0,1,1
32,1,F,0,Male,0,5,1
24,1,F,1,Male,5,1,1
29,0,F,1,Male,7,1,1
58,1,F,0,Female,0,1,1
30,0,F,1,Male,1,0,1
39,1,F,0,Female,2,0,1
30,0,M,1,Male,1,1,1
31,0,M,0,Male,0,38,1
34,1,F,1,Male,0,241,1
34,1,F,1,Female,5,9,1
43,0,F,1,Male,2,-1,1
62,0,F,0,Male,2,3,1
40,0,F,0,Male,5,0,1
74,0,F,1,Female,0,0,1
23,1,M,1,Male,0,1,1
32,1,M,1,Male,6,2,1
25,0,M,1,Male,1,0,1
25,0,F,1,Female,1,1,1
41,0,M,0,Male,0,0,1
41,0,F,0,Male,9,9,1
20,1,F,1,Male,0,0,1
24,0,M,0,Male,4,0,0
22,0,F,0,Male,1,11,1
54,0,F,1,Male,1,0,1
24,1,F,1,Male,2,0,1
21,1,M,1,Female,4,0,0
21,1,M,0,Male,4,33,1
34,0,M,0,Male,3,0,1
24,1,M,1,Female,3,2,1
22,0,F,1,Male,0,1,1
60,1,F,1,Male,13,2,1
45,1,F,1,Male,10,1,1
35,0,M,1,Male,2,1,1
45,1,M,0,Male,0,3,1
44,0,M,0,Male,0,1,1
25,0,F,0,Male,0,0,1
22,0,F,1,Male,0,0,1
21,0,F,0,Male,0,0,1
27,0,M,1,Male,4,1,1
40,1,M,0,Male,0,0,1
21,1,F,1,Male,2,0,0
19,1,M,0,Male,0,2,0
26,0,M,0,Female,3,0,1
48,1,M,1,Male,7,4,1
23,1,F,1,Female,0,0,1
20,1,M,0,Male,0,11,1
35,0,F,0,Female,0,1,1
24,0,F,1,Female,0,0,1
32,1,F,1,Male,0,17,1
23,0,M,0,Female,0,0,1
56,1,F,1,Male,31,0,1
47,1,M,1,Male,3,7,1
55,0,M,0,Male,0,0,1
34,0,M,1,Male,5,2,1
20,1,F,1,Male,0,1,1
29,0,F,1,Female,3,0,1
44,0,M,0,Male,1,1,1
49,1,F,1,Male,1,19,1
22,0,F,0,Female,0,2,1
21,1,F,1,Female,1,0,1
23,0,F,1,Male,0,2,1
39,0,F,0,Male,0,5,1
40,1,M,1,Male,24,1,0
47,0,F,1,Male,5,0,1
25,0,F,1,Female,4,1,1
28,0,F,1,Male,21,1,0
40,0,M,0,Male,0,0,1
64,0,F,1,Female,0,4,1
28,0,F,0,Male,14,0,0
47,0,M,0,Male,1,0,1
24,1,F,0,Male,2,241,0
25,0,F,0,Male,2,29,1
22,1,M,0,Male,0,0,1
35,1,F,1,Male,8,10,1
36,0,M,0,Male,0,-1,1
33,0,F,1,Male,0,40,1
30,0,F,0,Male,3,65,1
31,1,F,0,Female,2,27,1
22,1,F,1,Male,1,1,1
27,1,F,1,Female,0,0,1
43,0,M,0,Male,0,1,1
29,1,F,0,Male,17,2,1
20,0,F,1,Female,0,0,1
21,0,F,1,Male,0,50,1
43,1,M,1,Male,15,0,0
44,0,M,1,Male,0,2,1
33,1,F,1,Female,5,0,0
62,0,M,0,Female,0,3,1
28,1,F,0,Male,4,3,1
22,1,M,0,Male,1,1,1
23,0,F,1,Female,1,0,1
35,1,F,1,Male,13,5,0
22,1,M,0,Male,2,13,1
27,1,F,1,Male,10,1,0
31,1,M,0,Male,7,1,0
40,0,F,0,Female,0,1,1
41,1,F,1,Male,3,1,1
21,1,F,1,Male,1,1,1
53,1,F,0,Male,3,197,1
25,1,M,1,Male,1,1,1
30,1,M,1,Female,15,1,0
53,0,F,0,Male,0,0,1
25,0,F,0,Male,0,0,1
50,0,F,1,Male,0,2,1
31,0,F,1,Female,4,0,0
29,0,M,1,Male,2,0,1
56,0,M,0,Male,0,0,1
28,0,F,1,Male,1,15,1
20,1,F,1,Male,1,14,0
34,0,M,1,Male,27,0,1
23,0,F,1,Male,2,71,0
37,1,M,1,Female,23,-1,0
32,1,F,1,Male,19,1,0
24,0,F,1,Female,1,0,1
25,1,F,1,Male,1,0,1
47,0,M,0,Male,0,-1,1
25,0,F,1,Male,7,18,1
25,1,M,1,Male,3,0,0
22,0,M,0,Male,0,0,1
34,0,M,0,Male,0,0,1
26,0,F,1,Male,3,33,1
37,0,F,0,Male,0,0,1
61,0,F,0,Female,0,1,1
66,1,F,0,Male,1,4,1
35,0,F,1,Male,1,0,1
46,0,F,0,Male,2,1,1
23,0,M,1,Male,0,0,1
39,0,F,0,Female,2,6,1
21,1,F,1,Male,0,34,0
38,0,F,0,Male,0,158,1
24,0,M,0,Male,0,0,0
65,0,M,0,Male,0,0,1
25,0,M,1,Male,6,32,1
28,0,F,0,Male,3,50,1
33,1,F,1,Male,0,0,1
26,1,M,0,Male,10,0,0
37,0,M,0,Male,0,0,1
27,1,M,1,Male,6,0,0
30,1,F,0,Male,5,2,0
28,1,F,1,Male,2,1,1
21,0,F,0,Male,1,11,1
26,0,F,1,Male,0,2,1
27,0,M,1,Male,5,0,1
32,1,F,1,Female,4,6,0
24,0,M,1,Male,1,24,1
30,1,F,1,Female,8,45,1
29,0,F,1,Male,0,2,1
25,0,M,1,Male,3,7,1
27,1,M,1,Female,2,1,1
20,1,M,1,Male,0,0,1
50,0,F,0,Male,1,1,1
32,0,F,0,Male,0,7,1
24,0,F,0,Male,0,15,0
41,1,F,0,Male,1,57,1
20,1,F,1,Male,2,0,0
33,0,F,1,Male,6,0,1
32,1,F,1,Male,6,130,0
23,1,F,1,Male,5,1,0
26,0,F,0,Male,0,0,1
22,1,F,0,Male,2,11,0
20,1,M,1,Male,0,11,0
31,0,M,0,Female,0,0,1
30,1,F,0,Male,6,17,0
38,0,F,0,Male,2,8,1
25,1,F,1,Male,5,236,0
26,1,F,1,Male,8,1,0
29,1,F,1,Male,2,1,1
29,0,F,1,Male,0,1,1
35,1,F,1,Male,12,0,0
30,0,F,0,Male,0,0,1
28,0,F,0,Male,9,36,0
24,0,F,0,Male,3,35,1
22,1,F,1,Male,6,2,1
23,0,M,1,Male,0,0,0
30,1,F,0,Male,1,-1,1
57,1,F,1,Male,20,33,1
26,1,F,1,Male,7,2,0
22,0,F,1,Male,0,11,1
43,1,F,1,Male,8,348,1
30,1,F,1,Male,19,9,0
21,1,F,1,Female,0,4,1
26,1,M,1,Male,10,5,1
52,1,F,1,Male,16,0,0
71,0,F,0,Male,13,0,1
31,1,M,0,Male,3,0,1
59,0,M,1,Male,5,151,1
43,0,M,1,Male,0,0,1
26,0,F,1,Male,0,0,1
25,1,F,0,Male,5,35,0
19,1,M,0,Male,1,0,1
25,1,F,1,Male,0,1,1
20,0,F,1,Female,0,0,1
32,0,F,1,Male,4,108,1
25,0,M,0,Female,0,0,1
38,0,F,1,Male,14,56,1
23,0,M,0,Male,0,0,1
46,1,M,0,Female,0,2,1
25,1,F,0,Male,4,5,1
42,1,F,1,Male,17,32,0
37,0,F,0,Male,0,0,1
21,1,F,1,Male,0,1,0
25,0,F,0,Male,2,0,1
50,1,M,1,Male,24,32,0
30,0,M,0,Male,0,0,1
27,1,F,1,Male,14,1,0
40,0,M,0,Female,0,1,1
31,0,F,1,Male,15,104,0
58,0,F,0,Male,1,3,1
25,1,M,0,Male,2,11,1
23,0,M,1,Male,0,0,1
23,0,F,0,Male,0,1,1
35,0,F,1,Female,4,2,1
24,1,F,1,Male,7,68,0
30,1,M,1,Male,8,0,0
29,1,M,0,Male,0,0,1
37,0,M,1,Male,0,1,1
22,0,M,0,Male,0,0,1
57,0,M,0,Male,0,109,1
41,0,M,0,Female,1,29,1
30,0,F,1,Male,3,2,1
38,0,M,0,Female,0,1,1
29,0,M,1,Male,0,0,1
37,1,F,1,Male,23,17,0
57,0,M,0,Male,0,1,1
43,1,F,0,Male,13,51,1
24,0,M,1,Male,0,0,1
39,0,M,0,Female,0,0,1
32,0,F,1,Female,3,30,1
35,1,M,0,Male,3,9,1
43,1,F,0,Male,2,7,1
33,1,F,1,Male,16,6,0
22,1,M,1,Female,0,0,1
24,1,M,1,Male,3,0,1
33,1,F,1,Female,0,29,0
28,1,M,0,Male,6,1,1
58,0,M,0,Male,0,0,1
53,0,F,0,Male,1,0,1
34,0,M,1,Male,5,0,1
37,1,M,1,Male,8,1,1
22,1,M,1,Male,0,0,1
34,1,M,0,Male,5,6,1
21,1,F,1,Male,1,11,1
30,0,M,1,Male,1,2,1
22,0,F,1,Male,0,0,0
63,0,M,0,Male,1,5,1
40,0,F,0,Male,6,0,1
50,1,M,0,Male,1,40,1
29,0,F,1,Female,1,179,1
31,1,F,0,Female,2,1,0
33,0,M,1,Male,6,0,1
34,0,M,1,Male,19,1,0
49,0,M,0,Male,0,1,1
34,1,F,1,Male,7,-1,1
59,0,M,0,Male,1,0,1
37,0,F,1,Male,5,0,1
20,1,F,1,Male,1,0,0
35,1,M,0,Male,0,0,1
24,1,F,1,Female,2,1,1
32,0,F,0,Male,1,15,1
54,0,F,0,Female,2,0,1
27,0,F,1,Male,1,1,0
32,0,M,1,Male,2,1,1
28,1,M,0,Male,2,1,1
19,1,F,1,Male,1,3,1
25,0,F,1,Female,1,0,1
43,1,M,1,Male,1,5,1
44,1,F,0,Male,6,118,1
24,0,M,1,Male,0,1,1
27,0,M,0,Male,1,0,1
19,1,M,0,Male,0,2,1
41,1,F,1,Male,10,176,0
52,1,F,0,Male,16,11,0
25,1,F,0,Male,5,1,1
29,1,F,1,Male,5,3,1
56,0,F,1,Male,5,12,1
46,0,F,0,Male,4,1,1
33,0,M,0,Male,0,0,1
51,0,F,0,Male,0,1,1
25,1,M,0,Male,9,6,0
55,0,M,0,Male,0,1,1
21,1,F,1,Male,3,1,0
28,0,F,1,Male,2,0,1
51,0,F,1,Male,3,3,1
23,0,F,0,Male,2,7,1
49,0,M,0,Male,0,-1,1
25,0,M,0,Male,0,4,1
47,0,M,0,Male,0,1,1
21,0,F,0,Female,0,0,1
27,1,F,1,Male,7,2,1
23,0,F,1,Female,1,0,1
35,1,F,1,Male,5,1,1
25,1,M,0,Male,1,0,1
44,0,F,0,Male,0,1,1
36,0,M,1,Female,2,0,1
55,1,F,0,Male,13,0,1
21,0,F,1,Male,1,-1,1
39,0,M,0,Male,2,-1,1
34,1,F,0,Male,2,9,1
30,1,F,1,Male,15,1,0
68,0,M,1,Male,6,2,1
34,1,M,1,Male,0,2,1
28,0,F,1,Female,3,1,1
58,0,M,0,Male,3,-1,1
45,0,M,0,Male,2,0,1
33,0,F,0,Female,0,0,1
30,0,F,1,Male,2,0,1
38,0,F,1,Male,4,-1,1
38,1,F,0,Male,1,0,1
30,0,F,0,Male,0,6,1
49,0,M,1,Male,1,10,1
65,0,F,0,Female,0,0,1
57,0,F,0,Male,6,1,1
36,0,F,1,Male,5,11,1
60,0,F,1,Male,12,1,1
32,0,F,1,Male,8,4,1
45,0,M,1,Male,0,0,1
30,0,F,1,Female,2,2,1
52,1,M,1,Male,9,38,0
36,0,F,0,Male,2,0,1
46,0,M,0,Female,0,1,1
20,0,M,0,Female,0,1,1
44,0,F,0,Male,3,0,1
57,0,F,0,Female,4,257,1
33,1,F,0,Male,0,0,1
20,1,F,0,Male,1,40,1
29,0,M,0,Male,3,0,1
26,0,F,0,Male,2,1,1
37,1,F,1,Male,6,0,1
33,1,F,0,Male,9,49,0
46,0,M,1,Male,0,1,1
43,1,F,1,Male,8,1,1
29,0,M,0,Male,2,1,1
43,1,M,0,Male,0,0,1
50,0,M,1,Male,15,1,0
26,1,F,1,Male,1,0,0
26,1,F,1,Female,4,0,0
20,1,F,1,Male,0,1,1
24,0,F,0,Female,0,36,0
57,0,F,1,Male,3,1,1
53,0,M,0,Male,0,1,1
34,0,M,0,Male,2,0,1
22,0,F,1,Male,1,4,0
52,0,F,1,Male,7,181,1
22,1,F,1,Male,0,71,1
22,1,F,0,Male,0,1,1
20,1,F,0,Male,1,1,1
50,0,F,0,Male,8,172,1
35,1,F,1,Male,7,0,1
56,0,F,0,Male,2,2,1
40,1,F,0,Female,7,6,1
29,1,F,0,Male,2,1,1
49,0,M,0,Male,1,4,1
34,1,M,0,Male,2,1,1
42,0,F,1,Male,1,4,1
32,1,M,1,Female,0,-1,1
25,0,F,0,Male,0,0,1
23,1,F,0,Male,4,0,1
52,0,M,0,Female,0,0,1
29,1,F,0,Male,3,1,1
21,1,F,1,Male,0,3,1
48,1,F,0,Male,4,4,1
29,0,F,1,Male,1,290,0
27,0,F,1,Male,1,6,1
37,0,F,0,Male,3,241,0
50,1,F,1,Male,7,1,1
45,1,F,0,Male,3,0,1
28,0,F,0,Female,0,2,1
49,0,F,0,Male,0,0,1
50,1,F,0,Male,0,0,1
42,1,M,0,Female,5,6,1
22,0,F,1,Male,1,36,0
50,0,M,0,Male,0,1,1
22,0,F,0,Male,2,3,1
24,1,M,0,Male,1,1,1
33,1,M,1,Male,9,2,0
31,1,F,0,Male,16,482,0
27,0,F,1,Male,7,4,1
55,0,M,0,Male,3,1,1
34,0,F,0,Male,1,4,1
37,0,M,1,Male,12,52,0
44,1,F,0,Female,4,5,1
21,1,F,1,Male,2,1,0
34,1,F,0,Male,5,1,1
26,1,F,0,Male,7,18,1
21,1,F,0,Male,2,5,0
31,0,F,0,Male,0,77,1
32,1,M,0,Male,2,0,1
32,1,M,1,Male,11,1,0
27,1,F,1,Female,10,14,0
31,0,M,1,Female,0,0,1
55,0,M,0,Male,0,0,1
29,1,M,1,Male,8,1,0
30,1,F,0,Female,5,7,0
21,1,F,1,Male,0,0,0
37,0,M,0,Male,1,0,1
77,0,M,0,Male,1,3,1
32,0,M,1,Male,2,109,0
54,0,F,0,Male,2,97,1
40,1,M,1,Male,11,0,1
41,0,F,0,Male,0,1,1
28,0,M,0,Female,3,45,1
28,1,F,1,Male,8,2,0
26,1,F,1,Male,9,2,0
23,0,F,1,Male,0,0,1
29,0,F,0,Female,3,0,1
28,1,M,0,Male,0,1,1
59,1,F,1,Male,13,242,1
35,1,M,0,Male,3,0,1
23,1,F,1,Male,6,135,0
31,1,F,0,Male,4,1,0
54,0,M,0,Female,0,0,1
24,1,F,0,Male,4,0,1
26,1,F,1,Male,6,2,0
20,0,F,1,Female,0,0,1
24,1,M,1,Female,1,0,1
35,1,M,0,Male,3,1,1
22,1,F,1,Male,0,1,1
25,1,F,0,Male,5,0,0
25,0,M,0,Male,0,0,1
27,0,F,1,Male,1,-1,1
29,1,M,0,Male,2,25,1
32,0,M,0,Male,6,0,1
25,0,M,1,Male,0,1,1
52,1,F,0,Male,5,6,1
72,0,F,0,Male,3,4,1
37,0,M,0,Female,2,1,1
23,0,F,1,Male,1,0,1
35,0,F,0,Male,3,1,1
21,0,F,0,Male,1,0,0
28,1,M,1,Male,6,5,1
41,1,F,1,Male,8,0,1
35,0,M,1,Male,2,0,1
52,0,F,0,Male,3,13,1
29,0,M,1,Male,0,42,1
53,1,M,0,Male,4,0,1
25,1,F,0,Male,2,0,1
23,0,F,0,Male,3,9,1
31,1,M,1,Female,0,1,1
27,0,M,1,Male,2,1,0
42,0,F,0,Male,3,0,1
29,0,M,1,Male,0,0,1
32,1,F,1,Female,3,0,1
65,0,F,0,Female,1,-1,1
39,1,F,0,Female,8,31,1
39,1,M,0,Female,0,0,1
25,1,F,1,Male,21,2,0
33,0,F,1,Male,0,0,1
30,1,F,1,Male,9,196,0
57,0,M,0,Female,0,0,1
33,1,F,1,Male,19,0,0
36,0,F,0,Female,2,1,1
39,0,F,1,Male,1,4,1
20,0,F,1,Female,1,2,0
29,0,F,1,Male,2,0,1
67,0,F,1,Male,8,1,1
29,1,F,1,Male,8,2,0
29,1,F,1,Male,1,3,1
25,1,M,1,Female,5,47,1
36,0,F,1,Male,2,1,1
22,1,F,1,Male,0,2,1
21,1,M,0,Male,0,1,1
22,1,F,1,Male,0,0,1
25,1,M,0,Male,0,2,1
23,1,F,0,Male,6,5,0
28,1,M,1,Male,0,0,1
45,1,F,0,Female,0,0,0
22,1,F,0,Male,0,10,1
38,1,F,0,Male,2,0,1
39,0,M,1,Male,0,0,1
60,1,M,0,Male,1,1,1
41,1,F,1,Male,25,185,0
20,0,M,0,Male,0,1,1
41,0,M,0,Male,1,113,1
50,0,F,0,Male,1,1,1
51,0,M,0,Female,0,0,1
34,1,F,0,Male,1,0,1
36,0,M,0,Female,0,1,1
40,1,F,0,Female,3,0,1
21,0,F,1,Male,0,2,0
26,0,F,0,Male,0,1,1
32,1,F,1,Male,5,0,1
56,0,M,0,Male,0,7,1
23,1,M,1,Male,2,7,0
29,1,F,1,Male,4,18,0
21,1,F,1,Female,0,0,1
25,0,M,0,Female,0,1,1
50,0,M,1,Female,0,1,1
20,1,M,0,Male,0,0,0
25,0,F,1,Male,1,1,1
26,0,F,0,Male,0,0,1
31,1,F,1,Male,11,0,1
27,1,F,1,Male,6,39,1
38,1,F,0,Male,10,0,0
27,1,M,1,Male,5,64,1
45,0,M,0,Female,0,0,1
24,0,F,0,Male,0,0,1
22,0,F,0,Male,3,2,1
50,1,F,0,Female,3,0,1
52,0,F,0,Male,2,1,1
24,1,M,0,Male,0,1,1
31,0,M,0,Male,2,0,1
30,1,F,1,Female,3,12,1
21,0,M,1,Male,0,45,1
61,0,F,0,Male,4,118,1
37,1,F,0,Male,4,1,1
49,0,F,1,Male,13,0,1
50,0,F,0,Male,0,0,1
33,1,F,0,Male,7,1,0
52,1,F,0,Male,0,7,1
28,1,F,0,Male,0,0,1
46,0,F,1,Female,0,1,1
25,1,M,0,Female,1,0,1
34,0,F,1,Male,2,0,1
33,1,F,1,Male,3,3,1
42,0,F,0,Male,1,1,1
41,0,M,1,Male,7,1,1
26,0,F,1,Male,0,1,0
25,0,F,0,Female,0,0,1
37,1,F,1,Male,3,1,1
39,0,M,0,Male,0,0,1
26,0,F,0,Male,0,0,1
39,1,F,0,Male,10,1,0
31,1,F,1,Male,3,15,1
23,1,M,0,Male,0,0,1
20,1,F,1,Male,1,0,1
47,0,F,1,Male,1,1,1
58,0,F,0,Male,1,79,1
44,1,F,0,Male,0,1,1
27,0,F,1,Male,2,83,1
27,1,F,0,Male,5,6,1
49,0,M,1,Male,0,0,1
26,1,F,0,Male,5,-1,0
31,1,M,0,Female,1,10,1
38,0,M,0,Male,2,1,1
29,1,F,1,Male,4,8,1
21,0,F,0,Male,1,0,1
22,0,M,1,Male,0,1,1
24,1,F,1,Male,4,51,0
34,0,M,0,Male,1,0,1
21,0,F,1,Male,1,156,1
37,1,F,0,Male,2,4,1
39,0,F,1,Male,1,0,0
27,0,F,1,Female,1,44,1
59,1,F,1,Male,10,127,1
30,0,F,1,Female,0,-1,1
24,1,F,1,Male,4,26,0
22,1,F,1,Male,0,1,1
27,1,M,1,Male,5,37,0
28,1,F,1,Male,2,2,1
27,0,M,0,Male,5,1,0
29,1,F,1,Male,10,23,1
27,1,M,0,Female,4,54,0
44,1,M,1,Male,10,5,1
41,0,M,1,Male,9,2,0
33,0,M,1,Male,4,1,1
27,0,M,1,Female,0,0,1
54,0,F,0,Male,0,6,1
27,0,M,1,Male,0,2,1
45,0,M,1,Male,1,2,1
30,1,M,0,Male,1,0,0
37,1,M,0,Male,0,0,1
34,0,M,0,Female,0,0,1
30,1,F,1,Female,15,-1,0
27,1,F,1,Male,5,4,0
28,1,M,0,Male,0,2,1
38,0,M,0,Male,1,14,1
29,0,F,1,Male,6,26,1
38,0,M,0,Female,1,1,1
27,0,F,1,Male,1,8,1
21,1,F,1,Male,0,1,0
26,0,M,0,Male,0,1,1
47,1,F,0,Male,1,0,1
33,0,M,0,Male,2,21,1
26,1,M,0,Male,0,5,1
32,0,F,0,Female,1,0,1
44,0,F,0,Male,0,5,1
41,0,M,1,Female,0,0,1
28,0,F,0,Male,2,0,1
55,0,M,0,Female,0,1,1
27,1,F,0,Male,1,14,1
57,1,F,0,Male,9,58,1
26,1,F,0,Male,1,2,1
48,0,F,1,Male,2,1,1
34,0,M,0,Male,1,0,1
