"Gender","ForeignWorker","Single","Age","LoanDuration","LoanAmount","LoanRateAsPercentOfIncome","YearsAtCurrentHome","NumberOfOtherLoansAtBank","NumberOfLiableIndividuals","HasTelephone","MissedPayments","NoCurrentLoan","CriticalAccountOrLoansElsewhere","OtherLoansAtBank","OtherLoansAtStore","HasCoapplicant","HasGuarantor","OwnsHouse","RentsHouse","Unemployed","JobClassIsSkilled","CheckingAccountBalance","SavingsAccountBalance","YearsAtCurrentJob"
"1","0","0",32,36,2812,1,2,1,2,"0","1","0","0","0","0","0","0","0","1","0","1","geq_0_lt_200","geq_100_lt_500","geq_1_lt_4"
"0","0","0",29,18,2459,1,2,2,1,"0","1","0","0","1","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",49,6,989,1,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","geq_500","geq_4"
"1","0","0",27,24,7057,3,3,2,2,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",39,12,2208,1,4,2,2,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",30,15,4657,4,2,1,1,"0","1","1","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",39,18,14896,4,4,1,2,"1","1","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",32,30,2745,3,2,2,1,"1","1","0","1","0","0","0","0","1","0","0","1","geq_200","lt_100","geq_4"
"1","0","1",21,36,3966,1,4,3,1,"1","1","0","0","1","0","0","0","0","1","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","0",30,16,1264,2,2,1,1,"0","1","0","0","0","0","0","0","0","1","0","1","geq_0_lt_200","geq_500","geq_1_lt_4"
"1","0","1",25,24,1410,3,4,1,1,"1","1","0","1","0","0","1","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","1",34,19,3885,3,3,1,1,"0","1","0","0","0","0","1","1","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","0",29,23,1887,4,1,1,2,"0","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","geq_100_lt_500","geq_1_lt_4"
"1","0","1",25,18,2473,3,1,1,1,"0","1","0","0","0","0","0","0","1","0","1","1","lt_0","lt_100","geq_1_lt_4"
"1","0","0",52,6,609,4,4,1,1,"0","1","0","1","0","0","0","0","1","0","0","0","lt_0","geq_500","geq_4"
"1","0","1",25,15,1245,4,4,1,2,"0","1","0","0","0","0","0","1","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"0","0","0",25,15,2327,2,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","geq_200","geq_100_lt_500","lt_1"
"1","0","0",31,18,2862,2,2,2,1,"0","1","0","0","0","0","0","0","0","0","0","0","geq_0_lt_200","geq_500","geq_4"
"1","0","0",38,42,1238,4,3,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",54,15,802,4,3,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",36,12,1245,4,4,1,1,"1","1","0","1","0","0","0","0","0","1","0","0","geq_0_lt_200","lt_100","geq_4"
"0","0","1",66,18,3378,2,2,1,1,"0","1","0","0","1","0","0","0","1","0","1","1","geq_200","lt_100","geq_1_lt_4"
"0","0","0",24,9,1401,4,4,1,1,"0","1","0","1","0","0","0","0","0","1","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",47,10,2118,4,4,2,2,"0","1","0","1","0","0","0","1","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",35,18,5371,2,4,2,1,"0","1","0","0","0","0","0","0","0","1","0","1","lt_0","lt_100","lt_1"
"1","1","1",37,27,1344,1,3,2,2,"0","1","0","1","1","0","0","0","1","0","0","0","geq_200","lt_100","geq_4"
"1","0","0",56,10,1364,4,4,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",52,12,6468,1,2,1,1,"1","1","0","0","0","0","0","0","1","0","1","0","geq_200","lt_100","geq_1_lt_4"
"1","0","1",35,14,1393,4,2,1,2,"1","1","1","0","1","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",29,48,12749,4,1,2,1,"0","0","0","0","0","0","0","0","0","0","0","1","lt_0","geq_500","geq_1_lt_4"
"0","0","0",36,48,1874,3,1,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","0",34,19,2595,3,3,2,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","geq_500","geq_4"
"0","0","1",32,21,571,2,4,2,1,"0","1","0","0","0","0","0","0","0","1","0","1","lt_0","lt_100","geq_4"
"1","0","1",37,30,2899,4,2,2,1,"0","1","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","geq_1_lt_4"
"0","0","0",33,48,960,3,4,1,1,"0","1","0","0","0","0","0","0","1","1","0","0","lt_0","lt_100","geq_4"
"1","0","0",31,24,2251,4,2,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","geq_500","geq_1_lt_4"
"1","0","0",31,24,1935,4,4,2,1,"1","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","1",59,12,636,4,4,2,1,"0","1","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",28,24,2580,4,2,1,2,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","1",23,30,10163,1,3,1,2,"0","1","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","geq_4"
"1","0","1",40,18,5212,4,2,2,1,"1","1","0","0","0","0","0","0","1","0","1","1","lt_0","lt_100","geq_1_lt_4"
"0","0","1",34,15,1569,4,4,1,2,"1","1","0","0","1","0","0","0","1","0","0","1","lt_0","geq_500","geq_1_lt_4"
"1","0","0",27,9,1082,4,2,2,1,"0","1","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","geq_4"
"0","0","0",22,24,3632,1,1,1,1,"0","1","1","0","0","0","0","1","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",63,56,2924,3,4,1,1,"0","1","0","0","0","0","0","1","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","1",26,21,8229,1,4,1,1,"0","1","0","0","0","0","0","0","1","1","0","1","geq_0_lt_200","lt_100","geq_4"
"0","1","1",29,6,3990,3,1,1,1,"0","1","1","0","0","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","geq_4"
"1","0","1",35,12,2576,2,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","0",23,12,1503,4,4,1,1,"0","1","0","0","0","0","0","0","0","0","0","0","lt_0","geq_500","geq_4"
"1","1","1",31,30,3108,2,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",25,6,1520,4,2,1,1,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",27,24,1391,4,3,1,2,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","1",22,9,7855,4,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","lt_1"
"0","0","1",64,24,1258,1,4,1,1,"0","1","0","0","0","0","0","0","1","0","1","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",54,12,707,2,3,3,1,"1","1","0","0","1","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","1","1",35,9,6637,4,3,2,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",37,15,666,1,4,1,1,"0","1","0","0","0","0","0","0","1","1","0","0","lt_0","lt_100","geq_1_lt_4"
"0","0","0",38,12,2999,3,3,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","1",24,18,8487,2,2,2,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"0","0","1",35,18,7253,4,1,2,1,"1","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",27,36,3349,4,4,1,1,"1","1","1","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","1",48,27,5190,2,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",33,36,2084,3,1,1,1,"1","1","0","0","0","0","0","0","1","0","1","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",27,18,1721,3,1,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","1",45,10,1309,2,4,1,1,"0","1","0","0","0","0","0","1","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",22,5,1301,4,4,1,1,"0","1","0","0","0","0","0","0","0","1","0","1","geq_0_lt_200","lt_100","lt_1"
"0","0","0",47,6,1373,1,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","geq_500","geq_4"
"0","0","0",44,24,1553,3,4,2,2,"1","0","0","1","0","0","0","0","0","1","0","1","geq_0_lt_200","geq_500","geq_4"
"1","0","0",30,38,1175,2,3,2,1,"1","1","0","1","0","0","0","0","1","0","1","1","geq_0_lt_200","lt_100","lt_1"
"0","0","0",42,13,2101,2,4,1,2,"0","1","0","1","0","0","0","0","1","0","0","0","lt_0","lt_100","lt_1"
"0","0","0",37,36,6260,2,1,1,2,"0","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"0","0","1",32,12,1185,4,2,2,1,"1","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",29,21,836,3,1,1,1,"0","1","0","0","0","0","0","0","0","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","1",24,17,5998,2,2,1,1,"1","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","1","0",33,48,18424,3,2,1,2,"0","1","0","0","1","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",66,24,1628,4,3,1,1,"1","1","0","1","1","0","0","0","0","0","0","1","geq_0_lt_200","geq_100_lt_500","geq_4"
"1","0","1",21,26,996,4,3,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",48,6,1119,1,2,1,1,"0","1","0","1","0","0","1","0","0","0","0","1","geq_200","geq_100_lt_500","geq_4"
"1","0","1",38,30,3656,4,2,3,1,"1","1","0","1","0","0","0","0","1","0","0","0","geq_200","lt_100","geq_1_lt_4"
"1","0","0",36,9,276,4,4,1,1,"0","1","0","0","0","0","0","0","0","0","0","0","lt_0","lt_100","lt_1"
"1","0","1",47,24,888,4,4,1,2,"0","1","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","geq_4"
"1","0","1",33,18,2191,4,2,2,1,"0","1","0","1","1","0","0","0","0","1","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",41,12,5954,2,3,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"0","0","0",29,26,1409,4,4,1,1,"0","1","0","0","0","0","0","0","0","1","0","1","lt_0","geq_100_lt_500","geq_1_lt_4"
"1","0","1",54,24,2255,3,1,1,1,"0","1","0","1","0","0","0","0","0","0","0","1","lt_0","lt_100","lt_1"
"0","0","1",57,12,2748,2,2,3,1,"0","0","0","1","1","0","0","0","0","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","0",27,12,433,4,1,1,1,"1","1","0","0","0","0","0","0","0","1","0","1","geq_0_lt_200","geq_500","geq_1_lt_4"
"0","0","0",48,24,3868,4,4,2,2,"1","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",24,12,1488,1,2,1,1,"0","1","0","0","1","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",31,6,1449,3,3,2,2,"0","0","0","0","0","0","0","0","1","0","0","1","lt_0","geq_100_lt_500","geq_4"
"1","0","1",24,9,1408,2,1,2,1,"1","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","0",36,33,7855,2,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",29,19,1863,2,2,1,1,"0","1","0","1","0","0","0","0","1","1","0","0","lt_0","lt_100","lt_1"
"1","0","0",32,6,932,3,2,1,1,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",51,12,1164,3,4,3,2,"1","1","0","1","1","0","0","0","0","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",28,24,1382,3,1,2,1,"1","1","0","1","0","0","0","0","1","0","0","1","geq_200","lt_100","geq_1_lt_4"
"1","0","1",30,21,2221,4,4,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",24,24,1429,4,4,1,1,"1","1","0","0","1","0","0","1","0","1","0","0","lt_0","lt_100","geq_4"
"0","0","0",23,8,601,1,3,1,1,"0","1","0","0","1","0","0","0","0","0","0","0","lt_0","lt_100","lt_1"
"1","0","1",63,12,2957,4,2,2,2,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",33,23,3021,2,2,1,1,"0","1","0","0","0","0","0","0","0","0","0","0","geq_0_lt_200","lt_100","geq_4"
"1","0","1",45,36,2351,2,4,2,1,"0","0","0","1","0","0","0","0","1","0","0","0","lt_0","geq_500","geq_1_lt_4"
"1","0","1",31,12,1963,4,2,2,1,"1","1","0","0","0","0","0","0","0","1","0","1","lt_0","lt_100","geq_4"
"1","0","0",30,24,4249,3,4,2,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",74,24,2100,3,1,1,1,"1","1","0","1","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",22,12,1258,4,4,1,1,"0","1","0","0","0","0","0","0","1","1","0","1","lt_0","lt_100","lt_1"
"1","0","1",45,10,2864,3,3,1,2,"0","0","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","lt_1"
"0","0","0",30,6,1592,1,3,1,1,"0","1","0","0","0","0","0","0","0","1","0","1","geq_0_lt_200","lt_100","lt_1"
"1","0","1",27,24,1048,4,1,2,1,"0","1","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","lt_1"
"0","0","0",29,6,1882,2,2,1,1,"0","1","0","0","1","0","0","0","1","1","0","1","lt_0","geq_100_lt_500","geq_1_lt_4"
"1","0","1",34,24,2859,4,4,1,1,"1","1","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",35,12,1919,4,4,1,1,"1","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"0","0","0",28,10,884,4,4,2,2,"0","1","0","1","1","0","0","0","1","1","0","1","lt_0","lt_100","lt_1"
"0","0","1",25,10,1355,3,4,1,1,"0","1","0","0","0","0","0","0","0","0","0","1","lt_0","geq_500","geq_4"
"0","0","0",39,18,1553,3,1,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",28,12,2279,4,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","1","geq_0_lt_200","lt_100","lt_1"
"0","0","0",27,9,8648,2,2,2,1,"1","1","0","0","1","0","0","0","1","0","0","1","lt_0","lt_100","lt_1"
"1","0","1",50,24,5293,2,4,2,1,"1","1","0","1","0","0","0","0","1","0","1","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",28,47,12749,4,1,3,1,"1","0","0","1","0","0","0","0","1","1","0","1","geq_0_lt_200","geq_500","geq_4"
"0","0","0",26,15,1198,4,4,1,1,"1","1","1","0","0","0","0","0","0","1","0","0","geq_200","lt_100","geq_4"
"1","0","0",47,18,1316,4,1,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","geq_100_lt_500","geq_1_lt_4"
"1","0","1",61,15,1512,4,1,1,1,"0","1","0","0","0","0","0","0","0","1","0","1","geq_0_lt_200","geq_500","geq_1_lt_4"
"0","0","1",44,36,1232,1,2,1,2,"1","1","0","0","0","0","0","1","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",33,24,2359,4,3,1,1,"0","1","0","0","0","0","0","0","1","0","1","0","lt_0","geq_100_lt_500","lt_1"
"0","0","0",29,24,2169,2,4,1,1,"1","0","0","0","0","0","0","0","0","1","0","1","geq_0_lt_200","geq_500","geq_1_lt_4"
"1","0","1",29,21,12680,3,2,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",32,6,4611,1,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","geq_100_lt_500","geq_1_lt_4"
"0","0","1",34,36,2660,2,2,1,1,"1","0","0","0","0","0","0","0","1","1","0","1","lt_0","geq_500","geq_4"
"1","0","1",46,18,15653,4,4,2,2,"0","0","0","1","0","0","0","0","1","0","0","1","geq_200","geq_500","geq_1_lt_4"
"1","0","1",33,48,2384,4,1,1,1,"1","1","0","0","0","0","0","0","0","0","0","0","geq_0_lt_200","lt_100","geq_4"
"0","0","0",30,15,1459,2,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"0","0","1",24,36,2145,2,1,2,1,"1","0","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",24,15,2848,2,3,1,1,"1","1","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","geq_100_lt_500","geq_1_lt_4"
"1","0","0",30,12,1572,2,2,1,1,"0","1","0","0","1","0","0","0","0","0","0","0","lt_0","geq_500","geq_1_lt_4"
"1","0","1",53,30,3590,4,4,3,1,"1","1","0","0","0","0","0","0","1","0","1","1","lt_0","lt_100","geq_4"
"1","0","1",52,10,639,4,2,1,1,"0","1","0","0","0","0","0","0","0","1","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","1",22,9,1224,3,1,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","geq_200","lt_100","lt_1"
"0","0","0",52,24,362,4,4,2,1,"1","1","0","1","0","0","0","0","1","0","0","0","lt_0","geq_100_lt_500","geq_1_lt_4"
"1","0","1",28,12,2606,1,4,2,1,"1","1","0","0","0","0","0","0","1","1","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",32,19,1136,4,3,2,2,"0","1","0","1","0","0","0","0","0","0","0","1","lt_0","geq_500","geq_1_lt_4"
"1","0","1",36,12,3939,4,2,1,2,"1","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",23,6,14555,1,2,1,1,"1","1","0","1","0","0","0","0","1","0","1","0","geq_0_lt_200","lt_100","geq_4"
"1","0","1",28,18,2659,4,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","geq_200","geq_500","geq_1_lt_4"
"1","0","0",55,24,6872,2,1,1,1,"0","1","0","0","1","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","lt_1"
"1","0","1",44,48,1288,4,3,2,2,"0","0","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",33,42,1823,2,3,2,1,"0","1","0","0","0","0","0","0","0","0","0","0","geq_200","lt_100","lt_1"
"0","0","0",26,36,1453,2,1,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","lt_1"
"1","0","1",27,15,5771,4,4,1,1,"0","1","0","1","1","0","0","0","1","1","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",22,12,741,1,3,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","geq_500","geq_1_lt_4"
"0","0","1",25,6,2050,2,2,1,1,"1","1","0","0","0","0","1","0","0","0","1","1","lt_0","geq_100_lt_500","geq_4"
"0","0","1",27,60,7408,1,4,2,1,"0","0","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","geq_100_lt_500","geq_1_lt_4"
"1","0","1",28,12,1108,2,3,2,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","1",25,24,1212,4,1,1,2,"0","0","0","1","0","0","0","0","0","1","1","0","lt_0","lt_100","geq_4"
"1","0","1",43,12,1655,2,4,2,1,"0","0","0","1","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"0","0","1",22,22,1198,4,4,1,1,"0","1","0","0","0","0","0","0","0","1","0","1","lt_0","lt_100","lt_1"
"1","0","1",50,21,5847,1,4,2,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",28,18,3750,3,2,2,1,"1","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",31,10,6350,1,4,1,2,"0","1","0","0","0","0","1","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",41,45,4526,2,2,2,2,"1","1","0","1","0","0","0","0","1","0","0","0","lt_0","geq_500","geq_1_lt_4"
"1","0","0",24,12,797,4,4,1,1,"1","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","1",48,12,926,2,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_4"
"1","0","0",27,15,9374,2,4,2,1,"1","1","0","1","0","0","0","0","0","1","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",41,20,2812,2,3,1,1,"0","1","0","0","0","0","0","0","0","0","0","1","lt_0","geq_100_lt_500","geq_4"
"0","0","0",28,15,1403,2,3,1,1,"0","0","0","0","0","0","0","0","0","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","1",37,12,2578,4,4,1,1,"1","1","0","1","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",37,12,1922,4,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_200","lt_100","geq_1_lt_4"
"1","0","0",41,6,662,3,2,2,2,"1","1","0","1","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_4"
"1","1","1",37,12,4529,3,1,1,1,"0","1","0","1","0","0","0","0","0","1","0","0","geq_0_lt_200","geq_100_lt_500","lt_1"
"1","0","1",35,24,2221,2,2,2,1,"0","1","0","0","0","0","0","0","0","0","0","1","lt_0","geq_500","geq_1_lt_4"
"0","0","1",23,36,1297,2,1,1,1,"1","1","0","0","0","0","0","0","1","1","0","1","geq_0_lt_200","lt_100","lt_1"
"1","0","1",25,12,1289,4,1,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","geq_100_lt_500","geq_1_lt_4"
"0","0","0",42,48,1455,1,2,1,1,"0","1","0","1","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","1",31,43,4817,2,3,1,1,"1","1","0","0","1","0","0","0","0","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","1",27,24,1231,4,4,1,1,"1","1","0","0","1","0","0","0","1","1","0","1","lt_0","geq_500","geq_1_lt_4"
"0","0","1",28,24,3660,3,4,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","0",44,6,1431,3,2,3,1,"1","0","0","1","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",31,12,1521,2,4,1,1,"1","1","0","1","0","0","0","0","0","0","0","0","geq_0_lt_200","lt_100","lt_1"
"1","0","1",35,12,1555,4,4,2,2,"0","1","0","0","0","0","0","0","0","0","0","1","lt_0","geq_500","geq_4"
"0","0","0",30,10,3732,2,2,2,1,"1","1","0","0","0","0","0","0","1","0","0","1","geq_200","lt_100","geq_1_lt_4"
"1","0","1",24,24,3763,2,2,1,1,"0","1","0","0","0","0","1","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",36,29,1372,4,3,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","1",30,18,1756,4,2,1,1,"0","1","0","1","0","0","0","0","0","1","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","0",24,6,1343,1,4,2,2,"0","1","0","1","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","0",26,24,3749,2,3,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",37,12,2292,4,2,2,1,"1","1","0","1","0","0","0","0","1","0","1","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",32,30,4583,2,2,1,1,"0","1","1","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",27,36,2853,4,2,2,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","0",33,12,1158,2,1,1,1,"1","1","0","0","0","0","0","0","1","0","0","0","lt_0","geq_500","geq_1_lt_4"
"0","0","1",31,36,1842,4,4,1,1,"1","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","0",29,30,3163,4,2,2,1,"1","0","0","0","0","0","0","0","0","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","0",29,28,2743,1,4,1,1,"0","1","0","0","0","0","0","0","0","0","0","0","lt_0","lt_100","geq_4"
"1","0","0",28,12,4249,4,4,4,1,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","lt_1"
"1","0","1",32,30,9629,4,4,2,1,"1","1","1","0","0","0","0","1","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",42,4,1965,2,3,2,1,"1","1","0","0","0","0","0","0","0","1","0","0","geq_0_lt_200","geq_500","geq_1_lt_4"
"1","0","0",37,24,1343,4,4,2,2,"1","1","0","1","1","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","geq_4"
"0","0","1",58,12,385,3,4,4,2,"1","1","0","0","0","0","0","0","1","1","0","0","lt_0","lt_100","geq_4"
"1","0","1",27,42,9325,1,4,2,1,"1","0","0","0","1","0","0","0","1","1","0","1","lt_0","lt_100","lt_1"
"1","0","1",30,24,1236,1,2,1,1,"1","1","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",30,7,1188,1,2,2,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","1",35,24,10722,4,4,2,1,"0","0","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_4"
"0","0","0",29,12,11560,3,2,2,1,"0","1","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","geq_1_lt_4"
"0","0","1",29,26,7297,4,1,1,1,"0","1","0","0","0","0","1","0","0","0","0","1","lt_0","lt_100","geq_4"
"0","0","1",23,12,2563,2,4,1,2,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","geq_100_lt_500","lt_1"
"0","0","1",29,12,1123,2,3,1,1,"0","1","0","0","0","0","0","0","0","1","0","0","lt_0","lt_100","lt_1"
"1","0","1",28,36,3617,1,2,3,1,"0","1","0","0","0","0","0","0","0","1","0","1","geq_0_lt_200","lt_100","geq_4"
